timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-22T00:56:21,experiment3_heap_sized,0cd14b44-1c0c-42d8-a511-51615e22f62e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,56.982125625014305,3.8835232150303365e-05,6.815335813526632e-07,4.06175,0.0092,3.0,0.00011747765493953196,3.4237489924190354e-08,2.760036347739515e-05,0.00014511225590685132,The Netherlands,NLD,south holland,,,macOS-26.0.1-arm64-arm-64bit-Mach-O,3.13.5,3.0.7,12,Apple M2 Pro,1,Apple M2 Pro,4.4728,52.17,16.0,machine,N,1.0
