timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-21T23:44:45,experiment3_lower_threshold,6a09183a-22fc-4f04-9257-657696b13ffd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,57.10057449998567,5.004848402287495e-05,8.764970310918239e-07,4.701499999999999,0.008272727272727272,3.0,0.00015671065649791997,3.8481812460300414e-08,3.0262706840148898e-05,0.00018701184515052926,The Netherlands,NLD,south holland,,,macOS-26.0.1-arm64-arm-64bit-Mach-O,3.13.5,3.0.7,12,Apple M2 Pro,1,Apple M2 Pro,4.3447,52.0093,16.0,machine,N,1.0
