ts,cpu_percent,rss_mb,power_w,energy_j_total
1761083029.370605,0.20,162.41,0.000,0.000000
1761083030.3683321,0.10,162.41,0.000,0.000000
1761083031.371485,0.10,162.41,0.000,0.000000
1761083032.367855,125.80,207.25,0.000,0.000000
1761083033.3714812,28.00,209.39,0.000,0.000000
1761083034.371472,28.00,211.75,0.000,0.000000
1761083035.371493,20.10,213.75,0.000,0.000000
1761083036.369405,26.00,217.11,0.000,0.000000
1761083037.3694599,19.50,217.19,0.000,0.000000
1761083038.371477,22.00,217.77,0.000,0.000000
1761083039.366795,30.10,218.88,0.000,0.000000
1761083040.3714828,61.30,220.47,0.000,0.000000
1761083041.3714728,84.60,222.81,0.000,0.000000
1761083042.3714728,203.40,224.38,0.000,0.000000
1761083043.369426,173.70,224.98,0.000,0.000000
1761083044.371186,225.40,230.33,0.000,0.000000
1761083045.36741,518.60,230.83,0.000,0.000000
1761083046.371478,750.70,229.11,0.000,0.000000
1761083047.368929,449.10,229.23,0.000,0.000000
1761083048.367411,826.90,229.25,0.000,0.000000
1761083049.371477,744.00,230.95,0.000,0.000000
1761083050.371329,804.90,233.22,0.000,0.000000
1761083051.3714979,779.10,232.23,0.000,0.000000
1761083052.371479,962.50,232.22,0.000,0.000000
1761083053.3674428,672.90,230.33,0.000,0.000000
1761083054.371479,1003.10,230.36,0.000,0.000000
1761083055.371476,598.90,186.22,0.000,0.000000
1761083056.371478,960.70,189.73,0.000,0.000000
1761083057.37149,619.80,190.66,0.000,0.000000
1761083058.371475,807.80,190.78,0.000,0.000000
1761083059.368201,595.20,190.88,0.000,0.000000
1761083060.36715,762.80,191.28,0.000,0.000000
1761083061.371486,605.70,191.58,0.000,0.000000
1761083062.371475,801.10,192.06,0.000,0.000000
1761083063.3709161,414.30,208.80,0.000,0.000000
1761083064.371476,408.00,209.98,0.000,0.000000
1761083065.366567,160.40,210.23,0.000,0.000000
1761083066.371475,347.10,210.36,0.000,0.000000
1761083067.371472,677.90,210.53,0.000,0.000000
1761083068.371479,604.70,210.58,0.000,0.000000
1761083069.371445,639.70,211.36,0.000,0.000000
1761083070.3714712,658.90,211.66,0.000,0.000000
1761083071.371487,516.20,211.78,0.000,0.000000
1761083072.371487,579.90,211.92,0.000,0.000000
1761083073.36672,505.20,211.94,0.000,0.000000
1761083074.371476,388.10,212.45,0.000,0.000000
1761083075.3675,222.00,213.14,0.000,0.000000
1761083076.371488,308.20,213.23,0.000,0.000000
