ts,cpu_percent,rss_mb,power_w,energy_j_total
1761073465.780752,0.20,165.47,0.000,0.000000
1761073466.7777998,0.10,165.47,0.000,0.000000
1761073467.776631,0.00,165.47,0.000,0.000000
1761073468.781247,129.10,178.38,0.000,0.000000
1761073469.7807639,12.70,178.42,0.000,0.000000
1761073470.776769,11.90,178.47,0.000,0.000000
1761073471.781239,11.40,178.52,0.000,0.000000
1761073472.780273,9.50,178.52,0.000,0.000000
1761073473.781248,8.90,178.61,0.000,0.000000
1761073474.7812421,10.70,178.66,0.000,0.000000
1761073475.7812412,10.50,178.92,0.000,0.000000
1761073476.7782788,16.40,179.36,0.000,0.000000
1761073477.7812421,33.00,180.00,0.000,0.000000
1761073478.781238,76.30,180.19,0.000,0.000000
1761073479.778985,126.60,172.95,0.000,0.000000
1761073480.779711,123.20,168.78,0.000,0.000000
1761073481.781248,77.90,167.27,0.000,0.000000
1761073482.778663,280.20,167.28,0.000,0.000000
1761073483.77826,373.50,167.28,0.000,0.000000
1761073484.781245,369.20,167.30,0.000,0.000000
1761073485.781027,101.20,167.30,0.000,0.000000
1761073486.779521,474.10,166.89,0.000,0.000000
1761073487.78124,512.20,164.38,0.000,0.000000
1761073488.777709,121.50,164.84,0.000,0.000000
1761073489.780689,499.10,162.31,0.000,0.000000
1761073490.7812521,493.30,162.44,0.000,0.000000
1761073491.781251,135.20,162.52,0.000,0.000000
1761073492.7812538,380.40,161.98,0.000,0.000000
1761073493.78127,431.90,161.89,0.000,0.000000
1761073494.780583,272.20,161.78,0.000,0.000000
1761073495.780567,151.70,161.81,0.000,0.000000
1761073496.781247,273.90,161.83,0.000,0.000000
1761073497.777753,35.60,161.84,0.000,0.000000
1761073498.7812428,32.10,161.91,0.000,0.000000
1761073499.78125,267.80,161.92,0.000,0.000000
1761073500.781249,220.50,161.94,0.000,0.000000
1761073501.7812438,261.50,161.95,0.000,0.000000
1761073502.776781,184.60,161.95,0.000,0.000000
1761073503.781247,231.60,161.95,0.000,0.000000
1761073504.777601,157.60,161.97,0.000,0.000000
1761073505.778263,232.30,161.97,0.000,0.000000
1761073506.78125,202.20,161.95,0.000,0.000000
1761073507.781247,145.40,161.98,0.000,0.000000
1761073508.779747,56.90,162.02,0.000,0.000000
1761073509.7762969,95.00,162.14,0.000,0.000000
1761073510.779026,78.90,162.22,0.000,0.000000
1761073511.78125,61.10,162.27,0.000,0.000000
1761073512.781248,45.50,162.28,0.000,0.000000
