timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-21T23:38:38,experiment3_baseline,d5a1fdd5-b802-4048-b7f6-426e811dd05a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,57.209355459024664,5.042259120176604e-05,8.813696780394679e-07,4.752285714285714,0.24439999999999998,3.0,0.0001582020423973406,6.647924805166831e-07,2.954290423838149e-05,0.0001884097391162387,The Netherlands,NLD,south holland,,,macOS-26.0.1-arm64-arm-64bit-Mach-O,3.13.5,3.0.7,12,Apple M2 Pro,1,Apple M2 Pro,4.3447,52.0093,16.0,machine,N,1.0
