ts,cpu_percent,rss_mb,power_w,energy_j_total
1761015263.709524,0.70,266.38,0.000,0.000000
1761015264.711922,0.10,266.38,0.000,0.000000
1761015265.7093408,0.00,266.38,0.000,0.000000
1761015266.71118,80.70,296.08,0.000,0.000000
1761015267.706998,20.80,296.88,0.000,0.000000
1761015268.709232,13.40,297.05,0.000,0.000000
1761015269.7119281,18.60,297.62,0.000,0.000000
1761015270.711777,12.90,298.12,0.000,0.000000
1761015271.711931,12.10,298.55,0.000,0.000000
1761015272.710407,13.40,298.94,0.000,0.000000
1761015273.711914,17.00,296.77,0.000,0.000000
1761015274.710367,28.80,294.72,0.000,0.000000
1761015275.711932,44.30,291.41,0.000,0.000000
1761015276.711261,68.20,268.08,0.000,0.000000
1761015277.707018,43.30,271.39,0.000,0.000000
1761015278.711904,144.50,271.84,0.000,0.000000
1761015279.711906,242.80,266.28,0.000,0.000000
1761015280.711906,289.50,261.67,0.000,0.000000
1761015281.710183,158.90,262.16,0.000,0.000000
1761015282.711634,455.10,262.50,0.000,0.000000
1761015283.708678,223.10,262.88,0.000,0.000000
1761015284.707335,404.10,262.41,0.000,0.000000
1761015285.711915,262.30,258.55,0.000,0.000000
1761015286.711246,479.10,254.25,0.000,0.000000
1761015287.7114592,368.60,254.44,0.000,0.000000
1761015288.709148,473.20,260.94,0.000,0.000000
1761015289.708354,372.90,261.25,0.000,0.000000
1761015290.708662,448.30,261.56,0.000,0.000000
1761015291.707969,389.10,262.28,0.000,0.000000
1761015292.7119098,392.40,263.70,0.000,0.000000
1761015293.7119172,327.10,264.02,0.000,0.000000
1761015294.711909,357.10,264.58,0.000,0.000000
1761015295.71192,335.20,265.00,0.000,0.000000
1761015296.712029,350.50,265.66,0.000,0.000000
1761015297.7092779,198.10,266.03,0.000,0.000000
1761015298.711932,82.40,267.03,0.000,0.000000
1761015299.711902,37.00,267.50,0.000,0.000000
1761015300.711284,253.80,268.05,0.000,0.000000
1761015301.7090821,287.90,269.47,0.000,0.000000
1761015302.711909,243.30,271.33,0.000,0.000000
1761015303.710297,287.70,272.94,0.000,0.000000
1761015304.711427,286.60,274.48,0.000,0.000000
1761015305.708964,243.20,275.52,0.000,0.000000
1761015306.711921,254.30,278.27,0.000,0.000000
1761015307.7119129,186.90,280.91,0.000,0.000000
1761015308.707401,143.20,282.66,0.000,0.000000
1761015309.7085,157.80,284.69,0.000,0.000000
1761015310.707155,121.90,286.64,0.000,0.000000
