ts,cpu_percent,rss_mb,power_w,energy_j_total
1761015156.6924028,0.50,216.75,0.000,0.000000
1761015157.692409,0.10,216.75,0.000,0.000000
1761015158.6924129,0.10,216.75,0.000,0.000000
1761015159.692192,64.70,230.92,0.000,0.000000
1761015160.689127,18.80,232.08,0.000,0.000000
1761015161.6920671,15.00,232.69,0.000,0.000000
1761015162.688546,16.50,233.23,0.000,0.000000
1761015163.6905558,13.50,233.72,0.000,0.000000
1761015164.6878002,22.50,239.52,0.000,0.000000
1761015165.6923819,11.50,239.88,0.000,0.000000
1761015166.6884859,23.10,240.81,0.000,0.000000
1761015167.692419,21.70,241.28,0.000,0.000000
1761015168.69239,48.60,241.80,0.000,0.000000
1761015169.688962,92.20,234.52,0.000,0.000000
1761015170.691509,27.60,227.38,0.000,0.000000
1761015171.688322,139.70,227.14,0.000,0.000000
1761015172.691401,260.50,227.67,0.000,0.000000
1761015173.692383,290.80,229.98,0.000,0.000000
1761015174.6914382,186.30,230.16,0.000,0.000000
1761015175.692559,426.60,230.91,0.000,0.000000
1761015176.6924071,268.10,231.00,0.000,0.000000
1761015177.689009,426.00,231.22,0.000,0.000000
1761015178.702649,358.40,231.33,0.000,0.000000
1761015179.693974,425.60,231.38,0.000,0.000000
1761015180.690391,418.00,230.84,0.000,0.000000
1761015181.69232,393.10,230.81,0.000,0.000000
1761015182.68817,385.20,220.44,0.000,0.000000
1761015183.690634,375.80,212.70,0.000,0.000000
1761015184.700893,377.00,215.75,0.000,0.000000
1761015185.692412,385.10,213.22,0.000,0.000000
1761015186.699448,216.30,213.55,0.000,0.000000
1761015187.6894011,500.10,213.92,0.000,0.000000
1761015188.689333,252.50,213.84,0.000,0.000000
1761015189.689348,335.90,214.02,0.000,0.000000
1761015190.692389,346.40,214.03,0.000,0.000000
1761015191.691467,72.90,214.25,0.000,0.000000
1761015192.692374,38.30,216.95,0.000,0.000000
1761015193.692384,104.80,219.02,0.000,0.000000
1761015194.690312,342.00,216.86,0.000,0.000000
1761015195.69473,260.30,215.94,0.000,0.000000
1761015196.687658,237.10,215.95,0.000,0.000000
1761015197.689172,336.40,216.45,0.000,0.000000
1761015198.689347,243.50,216.47,0.000,0.000000
1761015199.6894872,269.90,216.53,0.000,0.000000
1761015200.690023,220.70,214.03,0.000,0.000000
1761015201.688268,189.40,215.61,0.000,0.000000
1761015202.6923761,187.90,215.42,0.000,0.000000
1761015203.69056,132.40,215.44,0.000,0.000000
