ts,cpu_percent,rss_mb,power_w,energy_j_total
1761082854.1092632,0.20,146.03,0.000,0.000000
1761082855.109219,0.10,145.67,0.000,0.000000
1761082856.10513,0.10,139.84,0.000,0.000000
1761082857.1092181,111.50,167.64,0.000,0.000000
1761082858.1082869,24.90,167.70,0.000,0.000000
1761082859.106603,26.20,167.95,0.000,0.000000
1761082860.109204,21.80,166.91,0.000,0.000000
1761082861.105698,21.90,166.92,0.000,0.000000
1761082862.109188,23.00,167.27,0.000,0.000000
1761082863.109208,28.30,167.30,0.000,0.000000
1761082864.109208,30.10,167.81,0.000,0.000000
1761082865.109208,48.80,168.58,0.000,0.000000
1761082866.109219,111.10,169.30,0.000,0.000000
1761082867.1073139,146.70,170.36,0.000,0.000000
1761082868.104297,116.00,170.39,0.000,0.000000
1761082869.1044,283.20,170.16,0.000,0.000000
1761082870.1092322,568.90,169.98,0.000,0.000000
1761082871.104705,609.70,123.73,0.000,0.000000
1761082872.104388,508.20,126.34,0.000,0.000000
1761082873.109212,848.10,141.75,0.000,0.000000
1761082874.1043599,792.20,142.91,0.000,0.000000
1761082875.109431,903.40,141.22,0.000,0.000000
1761082876.1092548,733.30,142.80,0.000,0.000000
1761082877.108295,991.10,143.19,0.000,0.000000
1761082878.1083891,623.60,144.33,0.000,0.000000
1761082879.109212,979.60,147.22,0.000,0.000000
1761082880.1092181,554.30,147.30,0.000,0.000000
1761082881.109219,881.30,147.89,0.000,0.000000
1761082882.108174,694.10,147.70,0.000,0.000000
1761082883.10921,581.20,147.70,0.000,0.000000
1761082884.108126,833.30,148.02,0.000,0.000000
1761082885.104362,409.90,153.41,0.000,0.000000
1761082886.109229,779.50,150.17,0.000,0.000000
1761082887.106818,347.80,133.77,0.000,0.000000
1761082888.109272,901.90,141.48,0.000,0.000000
1761082889.108449,298.80,130.38,0.000,0.000000
1761082890.107095,301.30,131.28,0.000,0.000000
1761082891.107626,232.60,132.70,0.000,0.000000
1761082892.1092129,371.60,144.25,0.000,0.000000
1761082893.109211,761.80,143.84,0.000,0.000000
1761082894.109657,626.10,145.97,0.000,0.000000
1761082895.109206,666.90,147.12,0.000,0.000000
1761082896.107095,605.20,147.31,0.000,0.000000
1761082897.1052318,559.90,148.59,0.000,0.000000
1761082898.106475,473.90,149.00,0.000,0.000000
1761082899.1092129,579.60,146.27,0.000,0.000000
1761082900.106118,381.90,142.03,0.000,0.000000
1761082901.109222,241.00,116.12,0.000,0.000000
