timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-21T23:41:50,experiment3_c2_only,3b98cc17-d871-4846-9bbf-872b9210c2d1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,57.0854368340224,5.9289417133677325e-05,1.0386084511547675e-06,4.352166666666667,0.0055,3.0,0.00018802580245565653,8.092113665594958e-07,3.270662749904054e-05,0.00022154164132125656,The Netherlands,NLD,south holland,,,macOS-26.0.1-arm64-arm-64bit-Mach-O,3.13.5,3.0.7,12,Apple M2 Pro,1,Apple M2 Pro,4.3447,52.0093,16.0,machine,N,1.0
