timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-22T01:00:11,experiment3_interpret_only,ebe07143-5abb-483e-93a4-cd9b58b3c661,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,65.01379337505205,5.785679374828367e-05,8.899156739635076e-07,4.1888000000000005,0.006818181818181818,3.0,0.00019068208621252455,6.544705387465788e-08,2.5440948055329504e-05,0.00021618848132172865,The Netherlands,NLD,south holland,,,macOS-26.0.1-arm64-arm-64bit-Mach-O,3.13.5,3.0.7,12,Apple M2 Pro,1,Apple M2 Pro,4.4728,52.17,16.0,machine,N,1.0
