timestamp,worker_id,workload_factor,latency_ms,status_code,endpoint,date,hour
1759013248.8200388,1,0.100,125.111,200,files,2025-09-28,0
1759013251.914863,3,0.100,13.265,200,files,2025-09-28,0
1759013255.308026,4,0.100,13.315,200,files,2025-09-28,0
1759013255.6553018,2,0.100,11.918,200,files,2025-09-28,0
1759013257.382806,5,0.100,13.293,200,files,2025-09-28,0
1759013258.044363,0,0.100,10.341,200,files,2025-09-28,0
1759013265.0271401,1,0.100,14.430,200,files,2025-09-28,0
1759013267.457431,3,0.100,12.675,200,files,2025-09-28,0
1759013269.522017,4,0.100,11.481,200,files,2025-09-28,0
1759013280.099227,0,0.100,12.707,200,files,2025-09-28,0
1759013280.159206,5,0.100,5.412,200,files,2025-09-28,0
1759013281.5736,2,0.100,11.437,200,files,2025-09-28,0
1759013282.789353,1,0.100,10.823,200,files,2025-09-28,0
1759013285.0804732,4,0.100,9.268,200,files,2025-09-28,0
1759013288.489076,3,0.100,7.237,200,files,2025-09-28,0
1759013298.67603,1,0.100,12.917,200,files,2025-09-28,0
1759013301.012265,5,0.100,9.851,200,files,2025-09-28,0
1759013304.4950469,2,0.100,10.033,200,files,2025-09-28,0
1759013305.509948,0,0.100,11.766,200,files,2025-09-28,0
1759013309.81877,4,0.100,12.460,200,files,2025-09-28,0
1759013311.581275,3,0.100,10.976,200,files,2025-09-28,0
1759013316.210242,1,0.100,11.829,200,files,2025-09-28,0
1759013319.8334599,5,0.100,10.459,200,files,2025-09-28,0
1759013321.829398,0,0.100,11.237,200,files,2025-09-28,0
1759013324.7110531,2,0.100,10.356,200,files,2025-09-28,0
1759013332.4224699,4,0.100,12.223,200,files,2025-09-28,0
1759013335.300149,5,0.100,10.761,200,files,2025-09-28,0
1759013336.164799,3,0.100,9.846,200,files,2025-09-28,0
1759013336.7328908,0,0.100,10.656,200,files,2025-09-28,0
1759013337.450279,1,0.100,10.286,200,files,2025-09-28,0
1759013346.018223,2,0.100,12.386,200,files,2025-09-28,0
1759013351.574385,0,0.100,14.004,200,files,2025-09-28,0
1759013353.827441,1,0.100,12.994,200,files,2025-09-28,0
1759013356.530429,3,0.100,6.852,200,files,2025-09-28,0
1759013358.045492,4,0.100,11.000,200,files,2025-09-28,0
1759013360.430804,5,0.100,9.813,200,files,2025-09-28,0
1759013362.847175,2,0.100,11.824,200,files,2025-09-28,0
1759013370.1119528,0,0.100,12.060,200,files,2025-09-28,0
1759013372.568945,3,0.100,10.539,200,files,2025-09-28,0
1759013374.367751,1,0.100,9.416,200,files,2025-09-28,0
1759013374.996174,5,0.100,6.689,200,files,2025-09-28,0
1759013376.100168,4,0.100,34.886,200,cpu,2025-09-28,0
1759013379.5253508,2,0.100,8.442,200,files,2025-09-28,0
1759013389.495203,0,0.100,9.792,200,files,2025-09-28,0
1759013393.296719,5,0.100,11.157,200,files,2025-09-28,0
1759013393.985537,2,0.100,9.095,200,files,2025-09-28,0
1759013395.421288,3,0.100,6.136,200,files,2025-09-28,0
1759013396.595787,1,0.100,7.186,200,files,2025-09-28,0
1759013400.5517728,4,0.100,2.969,200,files,2025-09-28,0
1759013412.0369432,1,0.100,14.674,200,files,2025-09-28,0
