timestamp,worker_id,timezone,workload_factor,latency_ms,status_code,endpoint,hour
1759013461.893101,6,us,0.600,90.339,200,files,0
1759013461.893654,8,us,0.600,111.039,200,files,0
1759013461.893875,7,us,0.600,173.018,200,files,0
1759013462.2685802,1,us,0.600,18.984,200,files,0
1759013462.294831,4,us,0.600,97.598,200,cpu,0
1759013462.2949219,2,us,0.600,90.339,200,cpu,0
1759013462.4477599,5,us,0.600,16.110,200,files,0
1759013462.4614148,0,us,0.600,57.623,200,cpu,0
1759013462.516025,3,us,0.600,45.967,200,cpu,0
1759013464.236104,6,us,0.600,91.019,200,cpu,0
1759013464.554889,8,us,0.600,22.775,200,files,0
1759013464.781919,7,us,0.600,38.163,200,files,0
1759013464.784992,2,us,0.600,28.323,200,files,0
1759013464.831845,4,us,0.600,64.616,200,cpu,0
1759013465.218218,3,us,0.600,76.628,200,cpu,0
1759013465.285651,1,us,0.600,52.922,200,cpu,0
1759013465.3089821,0,us,0.600,47.020,200,cpu,0
1759013465.360493,5,us,0.600,44.638,200,cpu,0
1759013467.2247481,6,us,0.600,69.673,200,cpu,0
1759013467.4980822,1,us,0.600,27.327,200,files,0
1759013467.538543,7,us,0.600,17.663,200,files,0
1759013467.54033,8,us,0.600,68.561,200,cpu,0
1759013467.550921,2,us,0.600,64.802,200,cpu,0
1759013467.7238872,0,us,0.600,63.121,200,cpu,0
1759013467.7916071,4,us,0.600,51.472,200,cpu,0
1759013467.8874161,5,us,0.600,51.356,200,cpu,0
1759013468.1044219,3,us,0.600,68.021,200,cpu,0
1759013469.664254,8,us,0.600,34.802,200,files,0
1759013469.665081,2,us,0.600,34.547,200,files,0
1759013469.841187,0,us,0.600,70.345,200,cpu,0
1759013470.164721,5,us,0.600,75.328,200,cpu,0
1759013470.21102,6,us,0.600,18.192,200,files,0
1759013470.293479,3,us,0.600,19.480,200,files,0
1759013470.407145,1,us,0.600,22.375,200,files,0
1759013470.580758,7,us,0.600,69.721,200,cpu,0
1759013470.6649249,4,us,0.600,19.951,200,files,0
1759013472.269624,0,us,0.600,21.515,200,files,0
1759013472.559149,8,us,0.600,76.046,200,cpu,0
1759013472.623908,2,us,0.600,19.039,200,files,0
1759013472.711315,1,us,0.600,56.085,200,cpu,0
1759013472.829136,6,us,0.600,83.179,200,cpu,0
1759013472.8456151,5,us,0.600,23.886,200,files,0
1759013472.957835,3,us,0.600,53.722,200,cpu,0
1759013472.97064,4,us,0.600,50.289,200,cpu,0
1759013473.087988,7,us,0.600,19.072,200,files,0
1759013474.716352,8,us,0.600,32.811,200,files,0
1759013475.136375,3,us,0.600,34.216,200,files,0
1759013475.153566,6,us,0.600,20.319,200,files,0
1759013475.2076,0,us,0.600,19.293,200,files,0
1759013475.218475,5,us,0.600,18.367,200,files,0
1759013475.248267,7,us,0.600,55.953,200,cpu,0
1759013475.2888372,1,us,0.600,46.843,200,cpu,0
1759013475.506047,2,us,0.600,26.555,200,files,0
1759013475.702079,4,us,0.600,42.530,200,files,0
1759013477.382226,8,us,0.600,75.718,200,cpu,0
1759013477.406841,6,us,0.600,56.965,200,cpu,0
1759013477.430475,3,us,0.600,50.105,200,cpu,0
1759013477.5144231,7,us,0.600,50.138,200,cpu,0
1759013477.6215549,1,us,0.600,19.779,200,files,0
1759013477.651412,0,us,0.600,17.612,200,files,0
1759013477.956269,2,us,0.600,19.268,200,files,0
1759013477.979418,5,us,0.600,64.920,200,cpu,0
1759013478.6883771,4,us,0.600,29.680,200,files,0
1759013479.5296042,3,us,0.600,70.427,200,cpu,0
1759013479.789716,1,us,0.600,76.693,200,cpu,0
1759013479.957152,6,us,0.600,17.597,200,files,0
1759013479.9670432,8,us,0.600,65.682,200,cpu,0
1759013480.059499,5,us,0.600,15.781,200,files,0
1759013480.076973,0,us,0.600,56.242,200,cpu,0
1759013480.2200692,7,us,0.600,59.254,200,cpu,0
1759013480.535764,2,us,0.600,32.444,200,files,0
1759013480.956458,4,us,0.600,80.788,200,cpu,0
1759013482.28674,8,us,0.600,76.797,200,cpu,0
1759013482.33841,3,us,0.600,14.186,200,files,0
1759013482.341627,7,us,0.600,50.788,200,cpu,0
1759013482.608289,1,us,0.600,32.367,200,files,0
1759013482.697601,0,us,0.600,49.993,200,cpu,0
1759013482.8848698,5,us,0.600,62.043,200,cpu,0
1759013482.888871,6,us,0.600,59.553,200,cpu,0
1759013482.994087,4,us,0.600,20.782,200,files,0
1759013483.521379,2,us,0.600,76.798,200,cpu,0
1759013484.239719,3,asia,0.050,9.924,200,files,0
1759013484.7225752,7,us,0.600,32.619,200,files,0
1759013484.959043,8,us,0.600,29.322,200,files,0
1759013484.989599,1,asia,0.050,2.528,200,files,0
1759013485.0533178,3,us,0.600,15.310,200,files,0
1759013485.0534148,1,us,0.600,59.104,200,cpu,0
1759013485.1466181,5,us,0.600,52.815,200,cpu,0
1759013485.339154,7,asia,0.050,7.374,200,files,0
1759013485.5112598,0,us,0.600,74.693,200,cpu,0
1759013485.5411892,6,us,0.600,55.773,200,cpu,0
1759013485.694751,4,us,0.600,60.371,200,cpu,0
1759013485.998761,2,us,0.600,32.790,200,files,0
1759013486.741837,0,asia,0.050,11.481,200,files,0
1759013487.132558,5,europe,0.050,2.683,200,files,0
1759013487.133027,8,us,0.600,33.983,200,files,0
1759013487.5517619,1,us,0.600,77.044,200,cpu,0
1759013487.639044,7,us,0.600,52.877,200,cpu,0
1759013487.7921221,6,us,0.600,59.990,200,cpu,0
1759013487.811161,5,us,0.600,51.699,200,cpu,0
1759013487.996185,3,us,0.600,63.490,200,cpu,0
1759013488.3489048,0,us,0.600,71.246,200,cpu,0
1759013488.503647,4,us,0.600,62.368,200,cpu,0
1759013488.6621,2,us,0.600,23.101,200,files,0
1759013489.711259,1,us,0.600,74.316,200,cpu,0
1759013489.884298,7,us,0.600,29.071,200,files,0
1759013489.955947,8,us,0.600,58.327,200,cpu,0
1759013490.092169,3,us,0.600,22.493,200,files,0
1759013490.2682781,7,europe,0.050,7.336,200,files,0
1759013490.539765,5,us,0.600,75.410,200,cpu,0
1759013490.5512478,6,us,0.600,62.925,200,cpu,0
1759013490.5639281,3,europe,0.050,1.905,200,files,0
1759013491.051758,2,europe,0.050,10.182,200,files,0
1759013491.1928802,6,europe,0.050,4.361,200,files,0
1759013491.325224,0,us,0.600,70.206,200,cpu,0
1759013491.368719,2,us,0.600,17.893,200,files,0
1759013491.396692,4,us,0.600,15.700,200,files,0
1759013491.429492,4,europe,0.050,1.730,200,files,0
1759013491.593624,5,asia,0.050,7.013,200,files,0
1759013491.798306,8,asia,0.050,8.559,200,files,0
1759013492.049054,1,us,0.600,75.858,200,cpu,0
1759013492.3894331,3,us,0.600,32.751,200,files,0
1759013492.550601,7,us,0.600,32.282,200,files,0
1759013492.780472,0,europe,0.050,7.991,200,files,0
1759013492.824329,8,us,0.600,30.338,200,files,0
1759013493.050439,5,us,0.600,74.625,200,cpu,0
