timestamp,worker_id,workload_factor,latency_ms,status_code,endpoint
1759009283.7345479,6,0.050,128.448,200,files
1759009283.736012,5,0.050,130.032,200,files
1759009283.7361112,2,0.050,130.555,200,files
1759009283.736186,0,0.050,150.110,200,files
1759009283.736289,4,0.050,130.439,200,files
1759009283.736394,1,0.050,131.102,200,files
1759009283.7366002,3,0.050,130.884,200,files
1759009283.737002,7,0.050,130.782,200,files
1759009305.644665,4,0.050,17.687,200,files
1759009305.6457899,1,0.050,17.879,200,files
1759009305.64589,2,0.050,20.257,200,files
1759009305.646024,7,0.050,12.856,200,files
1759009305.6462238,3,0.050,16.050,200,files
1759009305.646433,5,0.050,21.722,200,files
1759009305.646615,6,0.050,33.927,200,files
1759009305.662016,0,0.050,35.922,200,cpu
1759009326.817934,4,0.050,14.469,200,files
1759009326.819864,1,0.050,7.276,200,cpu
1759009326.8206341,2,0.050,7.412,200,cpu
1759009326.8234508,5,0.050,5.112,200,files
1759009326.8235881,7,0.050,9.097,200,files
1759009326.8242009,3,0.050,7.651,200,cpu
1759009326.8247192,6,0.050,4.033,200,files
1759009326.969101,0,0.050,9.591,200,files
1759009349.372104,4,0.050,9.661,200,files
1759009349.38376,1,0.050,3.950,200,files
1759009349.3889852,2,0.050,2.911,200,cpu
1759009349.415319,5,0.050,3.108,200,cpu
1759009349.4174569,7,0.050,4.856,200,files
1759009349.42048,3,0.050,2.564,200,cpu
1759009349.425225,6,0.050,2.529,200,cpu
1759009350.730929,0,0.050,7.597,200,files
1759009368.37483,4,0.050,23.912,200,cpu
1759009368.4677062,1,0.050,12.684,200,files
1759009368.506655,2,0.050,4.924,200,files
1759009368.7487612,5,0.050,9.544,200,cpu
1759009368.765043,7,0.050,6.648,200,files
1759009368.789669,3,0.050,4.208,200,files
1759009368.835969,6,0.050,7.651,200,files
1759009372.590564,0,0.050,10.627,200,files
1759009387.3874292,4,0.050,12.057,200,files
1759009388.21786,1,0.050,7.029,200,files
1759009388.569504,2,0.050,8.404,200,cpu
1759009390.750598,5,0.050,10.168,200,files
1759009390.892849,7,0.050,6.270,200,files
1759009391.117569,3,0.050,9.929,200,files
1759009391.5347898,6,0.050,9.711,200,files
1759009393.325207,0,0.050,8.609,200,files
1759009405.974881,1,0.050,12.558,200,files
1759009406.494517,4,0.050,6.218,200,files
1759009408.0715961,3,0.050,11.756,200,files
1759009409.1375911,2,0.050,10.461,200,files
1759009411.82419,6,0.050,9.589,200,files
1759009411.938377,0,0.050,9.928,200,files
1759009412.766619,5,0.050,9.656,200,files
1759009414.0478861,7,0.050,10.650,200,files
1759009424.658231,3,0.050,12.211,200,cpu
1759009426.249253,2,0.050,9.366,200,cpu
1759009426.461256,4,0.050,9.021,200,cpu
1759009429.785582,1,0.050,10.104,200,files
1759009430.442335,7,0.050,9.761,200,files
1759009434.4283981,6,0.050,9.061,200,cpu
1759009434.9108732,5,0.050,9.592,200,files
1759009435.455876,0,0.050,8.842,200,cpu
1759009444.2568371,2,0.050,11.922,200,files
