timestamp,worker_id,workload_factor,latency_ms,status_code,endpoint,date,hour
1759195222.830863,5,0.238,142.324,200,files,2025-09-30,3
1759195224.008953,4,0.208,15.041,200,files,2025-09-30,3
1759195224.33249,1,0.238,13.726,200,files,2025-09-30,3
1759195224.880812,0,0.235,11.924,200,files,2025-09-30,3
1759195227.099144,2,0.200,47.202,200,cpu,2025-09-30,3
1759195227.890765,3,0.203,13.997,200,files,2025-09-30,3
1759195232.191891,5,0.198,13.428,200,files,2025-09-30,3
1759195233.1498702,4,0.215,12.350,200,files,2025-09-30,3
1759195233.196921,0,0.216,8.264,200,files,2025-09-30,3
1759195234.312055,2,0.228,14.002,200,files,2025-09-30,3
1759195234.572299,1,0.242,12.494,200,files,2025-09-30,3
1759195239.040812,3,0.211,23.161,200,cpu,2025-09-30,3
1759195240.892864,0,0.239,12.030,200,files,2025-09-30,3
1759195243.777427,4,0.204,12.752,200,cpu,2025-09-30,3
1759195244.2964349,5,0.200,11.532,200,files,2025-09-30,3
1759195245.425926,1,0.204,12.505,200,files,2025-09-30,3
1759195246.52208,2,0.199,12.611,200,files,2025-09-30,3
1759195249.211615,3,0.211,10.803,200,files,2025-09-30,3
1759195249.897881,0,0.214,11.378,200,files,2025-09-30,3
1759195253.19546,4,0.238,11.075,200,files,2025-09-30,3
1759195253.33861,1,0.231,10.120,200,files,2025-09-30,3
1759195253.734665,5,0.220,11.732,200,files,2025-09-30,3
1759195254.873821,2,0.238,11.905,200,files,2025-09-30,3
1759195257.1184692,3,0.216,11.204,200,files,2025-09-30,3
1759195260.160071,1,0.227,12.820,200,files,2025-09-30,3
1759195260.7040262,0,0.220,8.910,200,files,2025-09-30,3
1759195262.697535,5,0.233,12.522,200,files,2025-09-30,3
1759195263.448441,4,0.199,11.238,200,files,2025-09-30,3
1759195264.9412212,2,0.236,11.968,200,files,2025-09-30,3
1759195268.591239,3,0.203,25.777,200,cpu,2025-09-30,3
1759195270.66384,1,0.205,12.303,200,files,2025-09-30,3
1759195271.119519,0,0.212,11.771,200,files,2025-09-30,3
1759195271.989799,2,0.226,11.213,200,files,2025-09-30,3
1759195272.904744,5,0.209,10.528,200,files,2025-09-30,3
1759195274.703789,4,0.205,11.759,200,files,2025-09-30,3
1759195278.441329,3,0.224,7.459,200,files,2025-09-30,3
1759195280.659743,1,0.241,14.265,200,cpu,2025-09-30,3
1759195281.7001889,5,0.230,12.189,200,files,2025-09-30,3
1759195282.023735,2,0.201,11.426,200,files,2025-09-30,3
1759195282.932259,0,0.214,11.942,200,files,2025-09-30,3
1759195283.797538,4,0.239,9.307,200,files,2025-09-30,3
1759195289.315853,1,0.213,13.670,200,files,2025-09-30,3
1759195289.5555358,3,0.214,10.040,200,files,2025-09-30,3
1759195289.8966599,4,0.236,9.348,200,files,2025-09-30,3
1759195289.936505,5,0.208,8.041,200,files,2025-09-30,3
1759195290.14868,0,0.217,9.769,200,files,2025-09-30,3
1759195292.44147,2,0.224,12.918,200,files,2025-09-30,3
1759195297.141942,5,0.222,12.165,200,cpu,2025-09-30,3
1759195297.341107,1,0.226,11.906,200,cpu,2025-09-30,3
1759195299.0145228,3,0.225,12.358,200,cpu,2025-09-30,3
1759195299.729942,4,0.232,11.906,200,files,2025-09-30,3
1759195301.092952,0,0.204,11.711,200,cpu,2025-09-30,3
1759195303.470459,2,0.232,12.547,200,files,2025-09-30,3
1759195305.9614458,3,0.233,12.751,200,files,2025-09-30,3
1759195307.12513,1,0.232,12.845,200,files,2025-09-30,3
1759195307.375808,4,0.230,11.176,200,files,2025-09-30,3
1759195308.90463,5,0.212,13.040,200,files,2025-09-30,3
1759195312.0782568,3,0.233,12.003,200,files,2025-09-30,3
1759195312.422463,0,0.229,11.823,200,files,2025-09-30,3
1759195312.6841521,2,0.242,9.912,200,files,2025-09-30,3
1759195316.206945,4,0.229,5.068,200,files,2025-09-30,3
1759195316.736764,1,0.216,6.177,200,files,2025-09-30,3
1759195319.147608,2,0.225,9.300,200,cpu,2025-09-30,3
1759195320.320905,3,0.223,12.644,200,files,2025-09-30,3
1759195320.6633658,5,0.211,11.441,200,files,2025-09-30,3
1759195320.83827,0,0.219,10.574,200,files,2025-09-30,3
1759195323.2359738,4,0.230,11.246,200,files,2025-09-30,3
1759195325.230408,1,0.241,12.482,200,files,2025-09-30,3
1759195326.810417,5,0.231,11.642,200,files,2025-09-30,3
1759195326.963824,2,0.240,11.292,200,files,2025-09-30,3
1759195328.240355,3,0.214,12.551,200,files,2025-09-30,3
1759195330.9135559,0,0.227,11.124,200,files,2025-09-30,3
1759195331.228991,4,0.212,12.100,200,files,2025-09-30,3
1759195334.353529,1,0.224,12.643,200,files,2025-09-30,3
1759195335.724444,2,0.229,11.538,200,files,2025-09-30,3
1759195336.1267579,3,0.232,10.553,200,files,2025-09-30,3
1759195336.606526,5,0.228,6.016,200,files,2025-09-30,3
1759195340.390176,0,0.208,11.888,200,files,2025-09-30,3
1759195343.1381729,1,0.218,13.304,200,cpu,2025-09-30,3
1759195343.70424,4,0.198,11.309,200,files,2025-09-30,3
1759195344.568581,3,0.211,11.249,200,files,2025-09-30,3
1759195347.3054762,2,0.215,11.547,200,files,2025-09-30,3
1759195348.1537201,5,0.221,10.105,200,files,2025-09-30,3
1759195350.9351838,4,0.229,11.705,200,files,2025-09-30,3
1759195350.9894872,3,0.233,9.540,200,files,2025-09-30,3
1759195351.460027,0,0.226,10.940,200,files,2025-09-30,3
1759195353.7875042,1,0.226,12.609,200,files,2025-09-30,3
1759195357.8674922,5,0.226,11.613,200,files,2025-09-30,3
1759195358.0249789,2,0.206,11.072,200,files,2025-09-30,3
1759195361.325322,0,0.225,13.236,200,cpu,2025-09-30,3
1759195363.631999,3,0.204,12.681,200,files,2025-09-30,3
1759195363.7834592,4,0.202,11.454,200,cpu,2025-09-30,3
1759195365.2944682,2,0.233,10.826,200,files,2025-09-30,3
1759195365.644864,1,0.214,11.325,200,files,2025-09-30,3
1759195366.993557,5,0.212,10.840,200,files,2025-09-30,3
1759195369.052272,0,0.213,11.678,200,files,2025-09-30,3
1759195373.1642659,3,0.207,11.216,200,files,2025-09-30,3
1759195374.1900868,2,0.204,10.807,200,files,2025-09-30,3
1759195374.892169,5,0.209,11.460,200,files,2025-09-30,3
1759195375.652163,4,0.209,10.797,200,files,2025-09-30,3
1759195376.5667782,1,0.222,11.143,200,files,2025-09-30,3
1759195377.00825,0,0.209,11.303,200,files,2025-09-30,3
1759195381.7843761,2,0.224,11.839,200,files,2025-09-30,3
1759195382.4123242,4,0.229,10.924,200,files,2025-09-30,3
1759195382.9344819,5,0.238,10.997,200,files,2025-09-30,3
1759195384.9853,3,0.199,11.323,200,cpu,2025-09-30,3
1759195386.433922,1,0.198,10.607,200,files,2025-09-30,3
1759195387.637045,0,0.229,10.483,200,files,2025-09-30,3
1759195388.921552,2,0.212,10.514,200,files,2025-09-30,3
1759195393.566384,4,0.218,10.785,200,files,2025-09-30,3
1759195393.985627,0,0.239,11.495,200,cpu,2025-09-30,3
1759195394.357868,5,0.223,9.834,200,files,2025-09-30,3
1759195395.836571,3,0.228,10.680,200,files,2025-09-30,3
1759195396.151961,1,0.238,14.149,200,cpu,2025-09-30,3
1759195396.30469,2,0.208,10.645,200,cpu,2025-09-30,3
