timestamp,worker_id,workload_factor,latency_ms,status_code,endpoint
1759008844.8630981,7,0.050,932.444,200,files
1759008844.8639271,6,0.050,933.394,200,files
1759008844.8640058,5,0.050,933.602,200,files
1759008844.8640902,1,0.050,934.371,200,files
1759008844.864183,0,0.050,953.013,200,files
1759008844.864278,4,0.050,934.004,200,files
1759008844.864575,3,0.050,934.434,200,files
1759008844.959017,2,0.050,1029.039,200,cpu
1759008867.790207,1,0.050,12.308,200,files
1759008867.7903318,5,0.050,13.142,200,files
1759008867.791402,3,0.050,9.846,200,files
1759008867.791594,6,0.050,15.359,200,files
1759008867.791766,4,0.050,12.869,200,files
1759008867.792726,0,0.050,14.574,200,cpu
1759008867.792921,7,0.050,24.275,200,cpu
1759008868.646125,2,0.050,13.726,200,files
1759008889.8350499,2,0.050,17.577,200,files
1759008890.127239,1,0.050,13.908,200,files
1759008890.128982,5,0.050,13.886,200,files
1759008890.133544,3,0.050,9.427,200,files
1759008890.1343832,4,0.050,6.840,200,files
1759008890.1352792,6,0.050,9.549,200,files
1759008890.140882,0,0.050,5.291,200,files
1759008890.146801,7,0.050,9.360,200,cpu
1759008907.167638,1,0.050,15.952,200,files
1759008907.175327,5,0.050,8.064,200,files
1759008907.219199,3,0.050,11.189,200,cpu
1759008907.220639,4,0.050,5.398,200,files
1759008907.227539,6,0.050,4.753,200,files
1759008907.280114,0,0.050,6.074,200,files
1759008907.337759,7,0.050,10.468,200,cpu
1759008912.5344498,2,0.050,12.450,200,cpu
1759008924.52769,1,0.050,15.561,200,files
1759008924.591789,5,0.050,10.810,200,files
1759008924.99403,3,0.050,18.489,200,cpu
1759008924.997084,4,0.050,9.227,200,files
1759008925.063754,6,0.050,13.059,200,cpu
1759008925.537917,0,0.050,14.516,200,files
1759008926.057033,7,0.050,14.128,200,files
1759008932.82086,2,0.050,9.100,200,files
1759008941.59008,6,0.050,15.204,200,files
1759008942.526911,7,0.050,11.939,200,files
1759008944.771102,1,0.050,20.628,200,cpu
1759008945.336836,5,0.050,8.873,200,files
1759008945.852597,0,0.050,9.632,200,files
1759008948.961146,3,0.050,13.382,200,cpu
1759008948.985207,4,0.050,9.717,200,cpu
1759008955.405208,2,0.050,15.535,200,files
1759008962.322798,6,0.050,10.436,200,files
1759008962.7505531,7,0.050,6.949,200,files
1759008964.0438411,5,0.050,10.679,200,files
1759008966.954765,1,0.050,13.801,200,files
1759008968.689003,0,0.050,13.931,200,files
1759008972.6685922,3,0.050,16.741,200,cpu
1759008972.880605,4,0.050,12.357,200,files
1759008974.66787,2,0.050,19.305,200,cpu
1759008980.411676,5,0.050,15.507,200,files
1759008980.927542,6,0.050,20.973,200,cpu
1759008984.769869,7,0.050,13.270,200,files
1759008990.217174,0,0.050,14.814,200,files
1759008990.61168,1,0.050,17.134,200,cpu
1759008994.0338938,3,0.050,14.932,200,files
1759008995.936934,4,0.050,10.564,200,files
1759008996.02971,2,0.050,17.334,200,cpu
1759008999.720403,5,0.050,13.782,200,files
