ts,cpu_percent,rss_mb,power_w,energy_j_total
1759193241.511612,99.10,153.53,0.000,0.000000
1759193242.511616,29.10,156.92,0.000,0.000000
1759193243.51161,0.10,156.92,0.000,0.000000
1759193244.5116348,0.10,156.92,0.000,0.000000
1759193245.506923,0.10,156.92,0.000,0.000000
1759193246.507018,0.10,156.92,0.000,0.000000
1759193247.511633,0.10,156.92,0.000,0.000000
1759193248.5076852,0.10,156.92,0.000,0.000000
1759193249.5109582,0.10,156.92,0.000,0.000000
1759193250.5106401,1.00,156.94,0.000,0.000000
1759193251.5100422,0.10,156.94,0.000,0.000000
1759193252.508529,0.10,156.94,0.000,0.000000
1759193253.5067232,0.10,156.94,0.000,0.000000
1759193254.510338,0.10,156.94,0.000,0.000000
1759193255.510159,0.10,156.94,0.000,0.000000
1759193256.5116138,0.10,156.94,0.000,0.000000
1759193257.5116448,0.10,156.94,0.000,0.000000
1759193258.508534,0.10,156.94,0.000,0.000000
1759193259.509377,0.10,156.94,0.000,0.000000
1759193260.511631,0.20,156.94,0.000,0.000000
1759193261.5116632,0.10,156.94,0.000,0.000000
1759193262.509808,0.10,156.94,0.000,0.000000
1759193263.507605,105.90,163.91,0.000,0.000000
1759193264.511636,16.70,165.31,0.000,0.000000
1759193265.509702,0.10,165.31,0.000,0.000000
1759193266.511652,0.10,165.31,0.000,0.000000
1759193267.5072541,0.10,165.31,0.000,0.000000
1759193268.511639,0.10,165.31,0.000,0.000000
1759193269.50777,0.10,165.31,0.000,0.000000
1759193270.5094762,0.20,165.31,0.000,0.000000
1759193271.5116549,0.10,165.31,0.000,0.000000
1759193272.5091221,0.10,165.31,0.000,0.000000
1759193273.511646,0.10,165.31,0.000,0.000000
1759193274.507217,0.10,165.31,0.000,0.000000
1759193275.5091178,0.10,165.31,0.000,0.000000
1759193276.5104482,0.10,165.31,0.000,0.000000
1759193277.5116282,0.10,165.31,0.000,0.000000
1759193278.506913,0.10,165.31,0.000,0.000000
1759193279.506857,0.10,165.31,0.000,0.000000
1759193280.507018,0.20,150.19,0.000,0.000000
1759193281.5116138,0.10,143.52,0.000,0.000000
1759193282.507213,0.10,143.52,0.000,0.000000
1759193283.511202,0.10,143.52,0.000,0.000000
1759193284.508749,9.50,143.86,0.000,0.000000
1759193285.5113652,1.60,143.89,0.000,0.000000
1759193286.5073931,0.10,143.89,0.000,0.000000
1759193287.5092428,0.10,143.89,0.000,0.000000
1759193288.510905,0.10,143.89,0.000,0.000000
1759193289.5114172,0.10,143.89,0.000,0.000000
1759193290.511644,0.30,143.89,0.000,0.000000
1759193291.511637,0.10,143.89,0.000,0.000000
