timestamp,worker_id,workload_factor,latency_ms,status_code,endpoint,date,hour
1759012790.010368,1,0.100,132.126,200,files,2025-09-28,0
1759012792.4937038,4,0.100,13.189,200,files,2025-09-28,0
1759012792.7886348,0,0.100,11.093,200,files,2025-09-28,0
1759012793.799495,5,0.100,12.069,200,files,2025-09-28,0
1759012795.179014,3,0.100,12.067,200,files,2025-09-28,0
1759012797.053741,2,0.100,7.164,200,files,2025-09-28,0
1759012810.117245,1,0.100,13.669,200,files,2025-09-28,0
1759012811.605771,3,0.100,22.770,200,cpu,2025-09-28,0
1759012811.993837,2,0.100,11.376,200,files,2025-09-28,0
1759012812.5938728,0,0.100,6.357,200,files,2025-09-28,0
1759012814.2693079,5,0.100,3.271,200,files,2025-09-28,0
1759012815.915187,4,0.100,2.951,200,files,2025-09-28,0
1759012829.577783,0,0.100,13.406,200,files,2025-09-28,0
1759012831.39117,3,0.100,11.646,200,files,2025-09-28,0
1759012832.434477,4,0.100,11.205,200,files,2025-09-28,0
1759012833.2627451,2,0.100,11.476,200,files,2025-09-28,0
1759012833.91403,1,0.100,10.353,200,cpu,2025-09-28,0
1759012838.580575,5,0.100,10.013,200,files,2025-09-28,0
1759012844.085355,0,0.100,11.879,200,files,2025-09-28,0
1759012848.1276731,1,0.100,10.663,200,files,2025-09-28,0
1759012849.721508,4,0.100,11.012,200,files,2025-09-28,0
1759012851.205344,3,0.100,7.882,200,files,2025-09-28,0
1759012852.73029,2,0.100,10.896,200,files,2025-09-28,0
1759012861.8788302,5,0.100,12.844,200,files,2025-09-28,0
1759012862.4588852,0,0.100,10.353,200,files,2025-09-28,0
1759012865.303832,3,0.100,5.982,200,cpu,2025-09-28,0
1759012868.594093,1,0.100,6.911,200,cpu,2025-09-28,0
1759012870.90655,4,0.100,3.102,200,files,2025-09-28,0
1759012873.9301078,2,0.100,9.882,200,files,2025-09-28,0
1759012879.883578,3,0.100,16.124,200,files,2025-09-28,0
1759012883.2834508,5,0.100,10.653,200,files,2025-09-28,0
1759012883.998796,0,0.100,9.475,200,files,2025-09-28,0
1759012884.922243,1,0.100,9.842,200,files,2025-09-28,0
1759012886.139221,4,0.100,7.020,200,cpu,2025-09-28,0
1759012897.469124,2,0.100,11.711,200,files,2025-09-28,0
1759012899.641998,3,0.100,10.323,200,files,2025-09-28,0
1759012901.920955,0,0.100,9.198,200,files,2025-09-28,0
1759012903.9629812,4,0.100,9.908,200,files,2025-09-28,0
1759012906.515181,5,0.100,10.817,200,files,2025-09-28,0
1759012906.516831,1,0.100,8.523,200,files,2025-09-28,0
1759012920.20665,2,0.100,12.218,200,files,2025-09-28,0
1759012920.9109619,3,0.100,9.883,200,files,2025-09-28,0
1759012921.3559391,5,0.100,10.683,200,files,2025-09-28,0
1759012921.422988,1,0.100,7.779,200,files,2025-09-28,0
1759012924.112671,4,0.100,6.907,200,files,2025-09-28,0
1759012925.369097,0,0.100,9.843,200,cpu,2025-09-28,0
1759012937.485617,2,0.100,12.368,200,files,2025-09-28,0
1759012939.2780318,1,0.100,4.270,200,files,2025-09-28,0
1759012941.339401,5,0.100,10.071,200,files,2025-09-28,0
1759012942.92783,4,0.100,10.633,200,files,2025-09-28,0
1759012945.343137,0,0.100,6.488,200,files,2025-09-28,0
1759012945.9351301,3,0.100,9.124,200,files,2025-09-28,0
