timestamp,worker_id,workload_factor,latency_ms,status_code,endpoint
1759193480.321097,1,0.050,150.029,200,files
1759193480.3220632,7,0.050,149.389,200,files
1759193480.3228002,2,0.050,151.225,200,files
1759193480.3229299,0,0.050,170.024,200,files
1759193480.33148,6,0.050,159.010,200,cpu
1759193480.331624,3,0.050,159.784,200,cpu
1759193480.332008,4,0.050,159.942,200,cpu
1759193480.332145,5,0.050,159.881,200,cpu
1759193498.9130208,7,0.050,14.243,200,files
1759193498.914569,1,0.050,23.499,200,files
1759193498.9151769,2,0.050,9.659,200,cpu
1759193498.915802,0,0.050,9.572,200,files
1759193498.991669,6,0.050,7.476,200,cpu
1759193498.992934,3,0.050,7.933,200,files
1759193498.995061,4,0.050,7.048,200,files
1759193498.996869,5,0.050,7.762,200,files
1759193522.2379541,7,0.050,16.001,200,files
1759193522.241191,1,0.050,9.938,200,files
1759193522.246349,2,0.050,9.796,200,files
1759193522.2497191,0,0.050,7.728,200,files
1759193522.939659,6,0.050,13.604,200,files
1759193522.943653,3,0.050,7.356,200,files
1759193522.9621718,4,0.050,5.774,200,cpu
1759193522.9777558,5,0.050,5.111,200,cpu
1759193540.157346,7,0.050,14.529,200,files
1759193540.178987,1,0.050,7.245,200,files
1759193540.2296162,2,0.050,10.893,200,files
1759193540.2544482,0,0.050,6.385,200,files
1759193546.473366,6,0.050,15.350,200,files
1759193546.5000498,3,0.050,6.343,200,files
1759193546.673381,4,0.050,12.794,200,files
1759193546.8122292,5,0.050,11.476,200,files
1759193557.430839,7,0.050,14.437,200,files
1759193557.6236339,1,0.050,11.642,200,files
1759193558.080405,2,0.050,12.700,200,files
1759193558.297333,0,0.050,6.262,200,files
1759193566.2770119,6,0.050,15.536,200,files
1759193566.513979,3,0.050,12.497,200,files
1759193568.074736,4,0.050,13.401,200,files
1759193569.324376,5,0.050,13.248,200,files
1759193574.739945,2,0.050,15.060,200,files
1759193576.690443,0,0.050,13.339,200,files
1759193576.888837,7,0.050,10.173,200,cpu
1759193578.628808,1,0.050,14.993,200,files
1759193584.5059478,6,0.050,12.513,200,cpu
1759193584.6871428,4,0.050,13.254,200,files
1759193586.639921,3,0.050,13.176,200,files
1759193587.9335942,5,0.050,13.016,200,files
1759193596.674567,2,0.050,13.948,200,files
1759193598.225715,0,0.050,10.798,200,cpu
1759193599.673718,1,0.050,13.328,200,files
1759193600.0126982,7,0.050,12.164,200,files
1759193604.567161,6,0.050,12.520,200,files
1759193606.1969001,4,0.050,12.212,200,files
1759193607.773699,3,0.050,13.292,200,files
1759193611.415106,5,0.050,11.694,200,files
1759193616.045037,0,0.050,12.421,200,files
1759193616.128136,7,0.050,12.562,200,files
1759193618.084474,2,0.050,12.882,200,files
1759193621.077847,1,0.050,13.278,200,files
1759193623.78095,4,0.050,8.812,200,files
1759193625.119313,6,0.050,13.739,200,files
1759193629.9775648,3,0.050,13.085,200,files
1759193630.749059,5,0.050,11.986,200,files
1759193632.419011,0,0.050,12.443,200,files
1759193633.167854,7,0.050,13.342,200,files
1759193634.773773,2,0.050,12.275,200,files
1759193637.715595,1,0.050,13.698,200,files
1759193642.078658,6,0.050,3.808,200,files
