timestamp,worker_id,workload_factor,latency_ms,status_code,endpoint
1759194160.6604218,0,0.050,175.602,200,files
1759194160.660641,7,0.050,158.578,200,files
1759194160.6609101,1,0.050,160.581,200,files
1759194160.661032,6,0.050,159.213,200,files
1759194160.661568,2,0.050,160.880,200,files
1759194160.662282,5,0.050,160.751,200,files
1759194160.6625412,3,0.050,161.637,200,files
1759194160.662702,4,0.050,161.487,200,files
1759194181.970869,7,0.050,24.522,200,files
1759194181.971016,1,0.050,21.054,200,files
1759194181.9711518,0,0.050,26.156,200,files
1759194181.9733279,2,0.050,18.090,200,files
1759194181.977911,5,0.050,16.862,200,files
1759194181.9802282,3,0.050,16.917,200,files
1759194181.98161,4,0.050,16.326,200,files
1759194181.994703,6,0.050,43.945,200,cpu
1759194205.749804,1,0.050,9.539,200,cpu
1759194205.750186,0,0.050,9.471,200,files
1759194205.750922,7,0.050,12.044,200,files
1759194205.763772,2,0.050,3.719,200,files
1759194205.80907,5,0.050,6.669,200,files
1759194205.825305,3,0.050,3.143,200,cpu
1759194205.838787,4,0.050,3.410,200,files
1759194205.961546,6,0.050,8.201,200,files
1759194227.7646348,0,0.050,12.601,200,files
1759194227.764871,1,0.050,15.223,200,files
1759194227.7668931,7,0.050,8.377,200,files
1759194227.886304,2,0.050,11.292,200,files
1759194228.295263,5,0.050,12.422,200,files
1759194228.4401228,3,0.050,11.362,200,files
1759194228.56236,4,0.050,12.005,200,files
1759194229.6653671,6,0.050,10.261,200,files
1759194246.669703,5,0.050,11.124,200,files
1759194247.9750679,3,0.050,12.711,200,files
1759194249.073355,4,0.050,10.907,200,files
1759194249.8909829,0,0.050,8.134,200,files
1759194249.8923159,1,0.050,8.159,200,files
1759194249.9083872,7,0.050,5.862,200,files
1759194250.997995,2,0.050,19.903,200,files
1759194251.0193238,6,0.050,28.851,200,cpu
1759194265.674382,4,0.050,12.943,200,files
1759194267.182814,6,0.050,7.786,200,files
1759194268.0379882,5,0.050,9.569,200,files
1759194271.785407,3,0.050,9.387,200,files
1759194273.0266979,0,0.050,7.388,200,files
1759194273.035975,1,0.050,4.657,200,files
1759194273.1838841,7,0.050,7.268,200,files
1759194274.9886441,2,0.050,6.233,200,files
1759194284.353869,5,0.050,10.998,200,cpu
1759194284.657866,6,0.050,11.292,200,files
1759194287.075372,4,0.050,4.822,200,cpu
1759194289.253015,0,0.050,12.146,200,files
1759194289.335476,1,0.050,10.421,200,files
1759194290.666204,7,0.050,10.140,200,files
1759194294.0790882,3,0.050,9.189,200,cpu
1759194298.90656,2,0.050,8.272,200,files
1759194303.193398,5,0.050,7.420,200,files
1759194303.687496,4,0.050,8.200,200,files
1759194305.931853,6,0.050,9.374,200,files
1759194307.289353,0,0.050,10.961,200,files
1759194308.038381,1,0.050,18.024,200,cpu
1759194310.72309,3,0.050,10.543,200,files
1759194312.0085309,7,0.050,11.418,200,files
1759194320.753032,5,0.050,11.287,200,cpu
