ts,cpu_percent,rss_mb,power_w,energy_j_total
1759196863.0766752,0.60,202.59,0.000,0.000000
1759196864.073042,0.10,202.59,0.000,0.000000
1759196865.076658,0.20,202.59,0.000,0.000000
1759196866.0740118,307.60,211.83,0.000,0.000000
1759196867.0766468,48.40,211.84,0.000,0.000000
1759196868.0766232,137.80,213.02,0.000,0.000000
1759196869.076619,73.50,213.16,0.000,0.000000
1759196870.076612,117.60,213.31,0.000,0.000000
1759196871.076614,143.80,213.34,0.000,0.000000
1759196872.075671,46.90,213.48,0.000,0.000000
1759196873.072886,137.80,213.73,0.000,0.000000
1759196874.075125,51.80,213.86,0.000,0.000000
1759196875.073322,119.90,214.06,0.000,0.000000
1759196876.076403,135.00,214.31,0.000,0.000000
1759196877.076664,131.40,214.56,0.000,0.000000
1759196878.072633,135.40,214.78,0.000,0.000000
1759196879.076639,96.40,214.80,0.000,0.000000
1759196880.075695,214.20,220.56,0.000,0.000000
1759196881.072777,44.90,221.20,0.000,0.000000
1759196882.131119,230.70,221.52,0.000,0.000000
1759196883.0733702,42.40,221.72,0.000,0.000000
1759196884.0733728,203.50,224.23,0.000,0.000000
1759196885.0736482,84.90,224.34,0.000,0.000000
1759196886.076648,118.10,224.48,0.000,0.000000
1759196887.075416,106.30,224.58,0.000,0.000000
1759196888.076643,145.60,224.69,0.000,0.000000
1759196889.0766249,166.20,225.48,0.000,0.000000
1759196890.0766459,50.30,225.53,0.000,0.000000
1759196891.0766442,189.20,225.83,0.000,0.000000
1759196892.076642,50.30,225.92,0.000,0.000000
1759196893.0761101,163.50,226.11,0.000,0.000000
1759196894.076651,121.70,226.16,0.000,0.000000
1759196895.076658,86.90,226.31,0.000,0.000000
1759196896.076641,189.20,226.41,0.000,0.000000
1759196897.076627,95.60,226.44,0.000,0.000000
1759196898.07667,175.40,226.62,0.000,0.000000
1759196899.0729809,168.70,226.97,0.000,0.000000
1759196900.07663,138.30,227.11,0.000,0.000000
1759196901.07663,146.60,227.14,0.000,0.000000
1759196902.07662,102.80,227.16,0.000,0.000000
1759196903.076666,104.10,227.36,0.000,0.000000
1759196904.073521,138.80,227.47,0.000,0.000000
1759196905.0766342,84.10,227.48,0.000,0.000000
1759196906.075308,114.40,227.56,0.000,0.000000
1759196907.076624,153.70,227.67,0.000,0.000000
1759196908.076628,53.50,227.72,0.000,0.000000
1759196909.076622,179.40,227.81,0.000,0.000000
1759196910.076621,66.60,227.88,0.000,0.000000
1759196911.0728478,131.10,229.22,0.000,0.000000
1759196912.0747259,103.80,229.23,0.000,0.000000
1759196913.0741088,125.80,214.05,0.000,0.000000
1759196914.076649,86.60,199.19,0.000,0.000000
1759196915.07269,158.30,192.70,0.000,0.000000
1759196916.0766258,92.60,195.61,0.000,0.000000
1759196917.072499,175.00,195.62,0.000,0.000000
1759196918.0766342,76.70,195.69,0.000,0.000000
1759196919.076639,261.70,195.73,0.000,0.000000
1759196920.0766232,48.80,195.75,0.000,0.000000
1759196921.0766358,147.50,195.81,0.000,0.000000
1759196922.076017,92.80,195.98,0.000,0.000000
1759196923.0766551,161.40,198.59,0.000,0.000000
1759196924.0719318,174.30,198.61,0.000,0.000000
1759196925.0740921,116.20,198.66,0.000,0.000000
1759196926.076146,145.50,198.73,0.000,0.000000
1759196927.07469,110.40,198.84,0.000,0.000000
1759196928.0766342,101.20,198.97,0.000,0.000000
1759196929.075161,135.50,198.97,0.000,0.000000
1759196930.0728939,143.20,199.03,0.000,0.000000
1759196931.075875,119.50,200.17,0.000,0.000000
1759196932.0765219,181.80,202.61,0.000,0.000000
1759196933.0726058,112.00,203.38,0.000,0.000000
1759196934.072429,105.20,203.44,0.000,0.000000
1759196935.076656,158.40,203.55,0.000,0.000000
1759196936.076638,157.40,203.56,0.000,0.000000
1759196937.075952,85.60,203.67,0.000,0.000000
1759196938.074356,176.50,203.80,0.000,0.000000
1759196939.0766342,114.40,203.81,0.000,0.000000
1759196940.0766232,164.90,198.64,0.000,0.000000
1759196941.0766442,111.50,198.67,0.000,0.000000
1759196942.0762088,236.00,199.12,0.000,0.000000
1759196943.0717828,34.30,199.12,0.000,0.000000
1759196944.0794659,317.10,199.17,0.000,0.000000
1759196945.072157,67.90,199.23,0.000,0.000000
1759196946.0721018,137.40,199.41,0.000,0.000000
1759196947.076313,97.40,199.09,0.000,0.000000
1759196948.072751,118.80,199.16,0.000,0.000000
1759196949.076632,68.40,199.19,0.000,0.000000
1759196950.073388,165.60,200.39,0.000,0.000000
1759196951.076641,146.60,200.41,0.000,0.000000
1759196952.0766451,179.10,200.62,0.000,0.000000
1759196953.071978,125.20,201.75,0.000,0.000000
1759196954.07665,89.70,201.75,0.000,0.000000
1759196955.0766542,105.90,201.78,0.000,0.000000
1759196956.072022,38.50,202.22,0.000,0.000000
1759196957.0766861,203.50,202.48,0.000,0.000000
1759196958.071798,109.00,202.41,0.000,0.000000
1759196959.076621,151.90,202.39,0.000,0.000000
1759196960.0766249,105.80,202.44,0.000,0.000000
1759196961.0756989,115.40,202.50,0.000,0.000000
1759196962.076632,64.50,201.66,0.000,0.000000
1759196963.076649,123.50,201.77,0.000,0.000000
1759196964.076493,165.30,201.78,0.000,0.000000
1759196965.072203,131.10,201.16,0.000,0.000000
1759196966.076638,119.20,202.11,0.000,0.000000
1759196967.076677,77.50,202.11,0.000,0.000000
1759196968.074018,216.40,208.45,0.000,0.000000
1759196969.0766232,56.90,208.45,0.000,0.000000
1759196970.072705,228.60,208.47,0.000,0.000000
1759196971.0766358,28.60,208.52,0.000,0.000000
1759196972.0766761,121.40,208.58,0.000,0.000000
1759196973.072713,127.60,208.72,0.000,0.000000
1759196974.076642,123.40,209.58,0.000,0.000000
1759196975.0719569,198.60,209.58,0.000,0.000000
1759196976.072486,82.70,209.61,0.000,0.000000
1759196977.076643,177.80,209.22,0.000,0.000000
1759196978.074282,91.70,210.81,0.000,0.000000
1759196979.0766468,106.00,210.97,0.000,0.000000
1759196980.076245,86.80,211.81,0.000,0.000000
1759196981.071666,143.00,211.81,0.000,0.000000
1759196982.0766091,93.00,211.81,0.000,0.000000
1759196983.074941,85.50,212.30,0.000,0.000000
1759196984.073764,106.30,212.45,0.000,0.000000
1759196985.074039,84.40,212.52,0.000,0.000000
1759196986.07339,161.30,212.56,0.000,0.000000
1759196987.072395,138.40,212.56,0.000,0.000000
1759196988.0766451,169.40,212.56,0.000,0.000000
1759196989.076555,114.30,212.61,0.000,0.000000
1759196990.076658,139.00,212.62,0.000,0.000000
1759196991.076681,181.40,212.66,0.000,0.000000
1759196992.0748742,82.90,212.70,0.000,0.000000
1759196993.076677,105.90,212.75,0.000,0.000000
1759196994.075163,73.60,212.77,0.000,0.000000
1759196995.0766442,133.50,212.77,0.000,0.000000
1759196996.076629,225.50,212.80,0.000,0.000000
1759196997.0766249,93.00,212.80,0.000,0.000000
1759196998.076643,135.70,212.94,0.000,0.000000
1759196999.076627,154.20,212.95,0.000,0.000000
1759197000.07662,93.60,213.17,0.000,0.000000
1759197001.07663,166.60,213.17,0.000,0.000000
1759197002.0766468,129.10,213.22,0.000,0.000000
1759197003.0766249,124.40,213.23,0.000,0.000000
1759197004.0766468,134.30,213.23,0.000,0.000000
1759197005.076639,127.90,213.28,0.000,0.000000
1759197006.076631,98.60,213.42,0.000,0.000000
1759197007.0763671,108.20,213.52,0.000,0.000000
1759197008.07665,155.20,213.52,0.000,0.000000
1759197009.0766249,131.10,213.80,0.000,0.000000
1759197010.076653,115.80,213.84,0.000,0.000000
1759197011.076628,110.00,213.84,0.000,0.000000
1759197012.076673,166.80,213.84,0.000,0.000000
1759197013.071656,154.20,213.86,0.000,0.000000
1759197014.0763469,168.80,213.86,0.000,0.000000
1759197015.076627,133.00,213.89,0.000,0.000000
1759197016.076621,117.50,213.89,0.000,0.000000
1759197017.0766468,134.80,213.89,0.000,0.000000
1759197018.075068,97.20,213.94,0.000,0.000000
1759197019.076632,148.60,207.83,0.000,0.000000
1759197020.073893,160.00,203.20,0.000,0.000000
1759197021.0766232,95.60,203.28,0.000,0.000000
1759197022.071827,159.30,177.69,0.000,0.000000
1759197023.0766249,131.10,178.59,0.000,0.000000
1759197024.0766459,95.90,176.95,0.000,0.000000
1759197025.071968,68.60,177.00,0.000,0.000000
1759197026.076621,119.80,177.05,0.000,0.000000
1759197027.076637,58.40,177.05,0.000,0.000000
1759197028.076648,164.70,177.16,0.000,0.000000
1759197029.072052,117.70,177.17,0.000,0.000000
1759197030.07664,148.50,177.17,0.000,0.000000
1759197031.081735,129.70,177.83,0.000,0.000000
1759197032.071926,144.60,177.83,0.000,0.000000
1759197033.079571,116.40,177.98,0.000,0.000000
1759197034.076622,171.90,178.09,0.000,0.000000
1759197035.0766249,111.00,178.12,0.000,0.000000
1759197036.076661,118.90,178.16,0.000,0.000000
1759197037.076627,174.40,178.17,0.000,0.000000
1759197038.0766342,67.10,178.22,0.000,0.000000
1759197039.0718741,170.70,178.23,0.000,0.000000
1759197040.0766249,91.30,178.25,0.000,0.000000
1759197041.0766232,174.50,168.98,0.000,0.000000
1759197042.076184,133.00,168.98,0.000,0.000000
1759197043.076627,164.80,169.97,0.000,0.000000
1759197044.076638,157.70,169.97,0.000,0.000000
1759197045.073696,112.20,173.62,0.000,0.000000
1759197046.076897,129.90,173.62,0.000,0.000000
1759197047.076628,132.20,173.64,0.000,0.000000
1759197048.076562,136.00,173.66,0.000,0.000000
1759197049.074162,115.90,174.06,0.000,0.000000
1759197050.074987,148.40,174.14,0.000,0.000000
1759197051.076642,155.30,174.14,0.000,0.000000
1759197052.076639,66.40,174.14,0.000,0.000000
1759197053.0766342,189.90,174.14,0.000,0.000000
1759197054.076649,80.70,187.48,0.000,0.000000
1759197055.0764139,143.60,187.48,0.000,0.000000
1759197056.076656,103.70,187.53,0.000,0.000000
1759197057.07586,96.00,187.56,0.000,0.000000
1759197058.076642,164.90,187.72,0.000,0.000000
1759197059.0766652,133.80,187.72,0.000,0.000000
1759197060.0757298,168.40,190.42,0.000,0.000000
1759197061.076767,102.90,173.98,0.000,0.000000
1759197062.07663,120.80,173.98,0.000,0.000000
1759197063.07663,111.50,174.44,0.000,0.000000
1759197064.0751302,135.20,180.05,0.000,0.000000
