timestamp,worker_id,timezone,workload_factor,latency_ms,status_code,endpoint,hour
1759046719.071541,3,asia,1.000,134.051,200,files,10
1759046719.199085,7,europe,1.000,34.585,200,files,10
1759046719.6304471,8,asia,1.000,531.496,200,cpu,10
1759046719.632183,0,asia,1.000,340.318,200,cpu,10
1759046719.632417,6,europe,1.000,730.340,200,cpu,10
1759046719.63261,5,asia,1.000,612.642,200,cpu,10
1759046719.634686,3,europe,1.000,641.444,200,cpu,10
1759046719.635238,2,europe,1.000,630.899,200,cpu,10
1759046719.63567,6,asia,1.000,496.820,200,cpu,10
1759046719.6358788,0,europe,1.000,484.518,200,cpu,10
1759046719.63605,4,europe,1.000,474.252,200,cpu,10
1759046719.636555,5,europe,1.000,469.227,200,cpu,10
1759046719.637173,2,asia,1.000,384.784,200,cpu,10
1759046719.6374269,4,asia,1.000,377.755,200,cpu,10
1759046719.6376598,7,asia,1.000,538.468,200,cpu,10
1759046719.638166,1,europe,1.000,450.396,200,cpu,10
1759046719.644105,1,asia,1.000,626.364,200,cpu,10
1759046719.6753778,8,europe,1.000,323.103,200,cpu,10
1759046720.4869351,7,europe,1.000,20.833,200,files,10
1759046720.6762729,3,asia,1.000,348.973,200,cpu,10
1759046720.90378,1,europe,1.000,36.730,200,files,10
1759046721.1790762,1,asia,1.000,313.950,200,cpu,10
1759046721.276725,5,europe,1.000,26.746,200,files,10
1759046721.285269,4,asia,1.000,294.359,200,cpu,10
1759046721.2890828,3,europe,1.000,31.400,200,files,10
1759046721.310762,4,europe,1.000,296.801,200,cpu,10
1759046721.337257,6,europe,1.000,290.540,200,cpu,10
1759046721.339767,7,asia,1.000,290.463,200,cpu,10
1759046721.341672,0,asia,1.000,287.066,200,cpu,10
1759046721.359307,8,europe,1.000,18.725,200,files,10
1759046721.378707,6,asia,1.000,288.011,200,cpu,10
1759046721.440138,0,europe,1.000,287.565,200,cpu,10
1759046721.506099,2,asia,1.000,289.354,200,cpu,10
1759046721.689893,5,asia,1.000,288.207,200,cpu,10
1759046721.7015638,2,europe,1.000,285.831,200,cpu,10
1759046721.717959,8,asia,1.000,286.192,200,cpu,10
1759046722.327244,7,europe,1.000,303.727,200,cpu,10
1759046722.680651,5,europe,1.000,18.407,200,files,10
1759046722.697891,3,asia,1.000,291.335,200,cpu,10
1759046722.828493,6,europe,1.000,288.094,200,cpu,10
1759046722.894896,1,europe,1.000,289.286,200,cpu,10
1759046722.897364,6,asia,1.000,288.214,200,cpu,10
1759046722.897581,1,asia,1.000,292.896,200,cpu,10
1759046722.9117398,0,asia,1.000,30.634,200,files,10
1759046775.39067,2,asia,1.000,417.718,200,cpu,10
1759046775.4991019,8,europe,1.000,427.117,200,cpu,10
1759046775.5103621,4,asia,1.000,422.968,200,cpu,10
1759046775.5288892,4,europe,1.000,428.879,200,cpu,10
1759046775.5522969,2,europe,1.000,19.079,200,files,10
1759046775.614136,0,europe,1.000,301.177,200,cpu,10
1759046775.621245,8,asia,1.000,316.675,200,cpu,10
1759046775.625684,7,asia,1.000,330.338,200,cpu,10
1759046775.652218,3,europe,1.000,318.657,200,cpu,10
1759046775.81166,5,asia,1.000,273.186,200,cpu,10
1759046776.0938208,7,europe,1.000,271.564,200,cpu,10
1759046776.606349,1,asia,1.000,19.176,200,files,10
1759046776.608779,5,europe,1.000,311.362,200,cpu,10
1759046776.609334,3,asia,1.000,315.437,200,cpu,10
1759046776.633037,6,europe,1.000,295.673,200,cpu,10
1759046776.698957,1,europe,1.000,21.352,200,files,10
1759046776.861557,2,europe,1.000,18.648,200,files,10
1759046777.027439,4,europe,1.000,292.807,200,cpu,10
1759046777.027693,6,asia,1.000,293.686,200,cpu,10
1759046777.035997,4,asia,1.000,290.959,200,cpu,10
1759046777.15755,0,europe,1.000,18.454,200,files,10
1759046777.241827,0,asia,1.000,286.828,200,cpu,10
1759046777.253574,8,europe,1.000,288.006,200,cpu,10
1759046777.2588968,3,europe,1.000,18.082,200,files,10
1759046777.265101,2,asia,1.000,285.593,200,cpu,10
1759046777.484129,7,asia,1.000,277.978,200,cpu,10
1759046777.620074,8,asia,1.000,279.620,200,cpu,10
1759046777.7671092,5,asia,1.000,283.370,200,cpu,10
1759046777.921288,7,europe,1.000,281.848,200,cpu,10
1759046778.210637,6,europe,1.000,280.168,200,cpu,10
1759046778.288141,1,europe,1.000,278.916,200,cpu,10
1759046778.541291,5,europe,1.000,288.638,200,cpu,10
1759046778.545655,1,asia,1.000,288.450,200,cpu,10
1759046778.558959,3,asia,1.000,288.485,200,cpu,10
1759046778.5690281,2,europe,1.000,287.961,200,cpu,10
1759046778.5818481,4,asia,1.000,278.924,200,cpu,10
1759046778.651607,4,europe,1.000,282.480,200,cpu,10
1759046778.8564942,3,europe,1.000,291.477,200,cpu,10
1759046778.8923678,0,asia,1.000,292.088,200,cpu,10
1759046778.920012,2,asia,1.000,18.119,200,files,10
1759046778.945961,0,europe,1.000,285.961,200,cpu,10
1759046778.969464,6,asia,1.000,283.530,200,cpu,10
1759046779.201898,8,asia,1.000,283.320,200,cpu,10
1759046779.255636,8,europe,1.000,284.783,200,cpu,10
1759046779.369431,5,asia,1.000,285.231,200,cpu,10
1759046779.415112,7,asia,1.000,285.054,200,cpu,10
1759046779.635839,7,europe,1.000,274.363,200,cpu,10
1759046779.7029388,6,europe,1.000,21.944,200,files,10
1759046780.0985322,1,europe,1.000,295.103,200,cpu,10
1759046780.11714,5,europe,1.000,18.982,200,files,10
1759046780.246433,3,asia,1.000,279.263,200,cpu,10
1759046780.3500412,0,europe,1.000,18.764,200,files,10
1759046780.520989,3,europe,1.000,285.321,200,cpu,10
1759046780.580877,2,europe,1.000,287.725,200,cpu,10
1759046780.6038458,1,asia,1.000,289.235,200,cpu,10
1759046780.624019,2,asia,1.000,284.640,200,cpu,10
1759046780.637104,4,europe,1.000,286.227,200,cpu,10
1759046780.639585,4,asia,1.000,286.086,200,cpu,10
1759046780.659463,6,asia,1.000,287.979,200,cpu,10
1759046780.66017,8,asia,1.000,19.049,200,files,10
1759046780.7854111,0,asia,1.000,281.933,200,cpu,10
