timestamp,worker_id,workload_factor,latency_ms,status_code,endpoint
1759193048.952267,2,0.050,137.563,200,files
1759193048.95296,5,0.050,137.770,200,files
1759193048.95312,1,0.050,138.728,200,files
1759193048.954134,4,0.050,139.093,200,files
1759193048.9542952,7,0.050,138.828,200,files
1759193048.955014,3,0.050,140.128,200,files
1759193048.955158,6,0.050,139.827,200,files
1759193048.95604,0,0.050,154.747,200,files
1759193072.592065,1,0.050,12.876,200,files
1759193072.592288,2,0.050,20.540,200,files
1759193072.599245,7,0.050,10.786,200,files
1759193072.6024802,6,0.050,6.322,200,files
1759193072.603613,3,0.050,8.710,200,files
1759193072.621792,4,0.050,34.394,200,cpu
1759193072.62194,5,0.050,43.622,200,cpu
1759193072.622272,0,0.050,18.136,200,cpu
1759193093.340393,1,0.050,10.751,200,files
1759193093.341564,2,0.050,10.833,200,files
1759193093.400755,7,0.050,6.592,200,files
1759193093.429253,6,0.050,5.642,200,cpu
1759193093.438317,3,0.050,5.566,200,files
1759193093.603171,4,0.050,6.130,200,cpu
1759193093.6042309,5,0.050,6.390,200,files
1759193093.6092658,0,0.050,8.914,200,files
1759193112.078562,1,0.050,13.801,200,files
1759193112.083394,2,0.050,8.889,200,files
1759193112.615009,7,0.050,6.994,200,files
1759193112.877742,6,0.050,10.854,200,files
1759193112.953356,3,0.050,7.565,200,files
1759193114.440575,4,0.050,10.858,200,files
1759193114.443862,5,0.050,5.839,200,files
1759193114.4933,0,0.050,8.863,200,files
1759193128.72299,1,0.050,14.990,200,files
1759193128.759365,2,0.050,7.720,200,files
1759193133.548917,7,0.050,12.541,200,files
1759193133.9778209,4,0.050,11.484,200,files
1759193134.0025978,5,0.050,6.901,200,files
1759193134.4501262,0,0.050,9.322,200,cpu
1759193135.913748,6,0.050,12.947,200,files
1759193136.58784,3,0.050,6.594,200,cpu
1759193150.032775,5,0.050,8.334,200,files
1759193150.52056,1,0.050,12.757,200,files
1759193150.84042,2,0.050,5.197,200,files
1759193153.96365,7,0.050,20.132,200,files
1759193154.056353,0,0.050,4.216,200,files
1759193157.303492,3,0.050,11.761,200,files
1759193157.809372,4,0.050,8.078,200,files
1759193159.236151,6,0.050,11.347,200,files
1759193166.30949,5,0.050,13.495,200,files
1759193170.5190022,0,0.050,11.654,200,files
1759193170.6919239,1,0.050,5.803,200,files
1759193173.575333,2,0.050,11.396,200,files
1759193175.743925,3,0.050,12.116,200,files
1759193177.135145,6,0.050,8.659,200,files
1759193177.685245,7,0.050,11.031,200,files
1759193180.29381,4,0.050,8.380,200,files
1759193184.789145,5,0.050,2.686,200,cpu
1759193190.685436,0,0.050,13.131,200,files
1759193192.234702,1,0.050,6.903,200,files
1759193194.190942,2,0.050,11.780,200,files
1759193194.224413,6,0.050,6.964,200,files
1759193197.709118,3,0.050,12.667,200,files
1759193198.654963,4,0.050,9.488,200,cpu
1759193199.177803,7,0.050,9.560,200,cpu
