timestamp,worker_id,phase,latency_ms,status_code,endpoint
1759198138.208917,6,burst,20005.62,-1,cpu
1759198138.2098749,2,burst,20007.00,-1,cpu
1759198138.2105322,0,burst,20014.99,-1,cpu
1759198138.211164,7,burst,20007.78,-1,cpu
1759198138.2116108,4,burst,20008.51,-1,cpu
1759198138.211688,3,burst,20008.69,-1,cpu
1759198138.211753,1,burst,20009.06,-1,cpu
1759198138.211819,5,burst,20008.62,-1,cpu
1759198138.802651,4,burst,535.51,200,files
1759198158.318818,6,burst,20051.67,-1,cpu
1759198158.329897,2,burst,20061.57,-1,cpu
1759198158.370802,5,burst,20092.01,-1,cpu
1759198158.3763788,1,burst,20099.01,-1,cpu
1759198158.3771122,7,burst,20107.74,-1,cpu
1759198158.377739,3,burst,20107.93,-1,cpu
1759198158.3782048,0,burst,20109.37,-1,cpu
1759198158.8591511,4,burst,20002.85,-1,cpu
1759198159.3753269,6,idle,55.21,200,files
1759198159.380846,5,idle,9.62,200,files
1759198159.385228,1,idle,8.53,200,files
1759198159.388918,7,idle,11.33,200,files
1759198159.391756,3,idle,13.10,200,files
1759198159.392969,0,idle,13.95,200,files
1759198159.4108238,2,idle,79.87,200,cpu
1759198159.86974,4,idle,9.29,200,files
1759198160.387794,6,idle,11.16,200,files
1759198160.3893702,5,idle,8.18,200,files
1759198160.395999,1,idle,9.50,200,files
1759198160.3973382,7,idle,7.60,200,files
1759198160.39907,3,idle,7.13,200,files
1759198160.402167,0,idle,8.48,200,files
1759198160.453305,2,idle,41.09,200,cpu
1759198160.884056,4,idle,12.42,200,files
1759198161.403302,6,idle,14.26,200,files
1759198161.4036639,5,idle,13.40,200,files
1759198161.43315,1,idle,35.81,200,files
1759198161.4345012,7,idle,30.77,200,files
1759198161.435667,3,idle,25.10,200,files
1759198161.460547,2,idle,6.66,200,files
1759198161.464318,0,idle,45.54,200,cpu
1759198161.89455,4,idle,9.25,200,files
1759198162.414361,5,idle,9.46,200,files
1759198162.4152691,6,idle,11.23,200,files
1759198162.4439092,7,idle,8.73,200,files
1759198162.469127,2,idle,7.36,200,files
1759198162.4713259,1,idle,37.60,200,cpu
1759198162.472619,0,idle,7.96,200,files
1759198162.476352,3,idle,40.28,200,cpu
1759198162.903562,4,idle,8.13,200,files
1759198163.425457,5,idle,9.86,200,files
1759198163.453451,7,idle,8.25,200,files
1759198163.45723,6,idle,40.78,200,cpu
1759198163.4820821,2,idle,12.35,200,files
1759198163.483755,0,idle,10.58,200,files
1759198163.48946,3,idle,11.52,200,files
1759198163.503472,1,idle,31.93,200,cpu
1759198163.913683,4,idle,9.98,200,files
1759198163.989145,3,burst,449.24,200,files
1759198183.484679,5,burst,20008.45,-1,cpu
1759198183.507324,7,burst,20003.18,-1,cpu
1759198183.5102599,6,burst,20002.15,-1,cpu
1759198183.5399292,2,burst,20005.92,-1,cpu
1759198183.5404701,0,burst,20004.01,-1,cpu
1759198183.563516,1,burst,20008.52,-1,cpu
1759198183.9674938,4,burst,20002.86,-1,cpu
1759198184.043587,3,burst,20002.73,-1,cpu
1759198203.5414982,5,burst,20005.55,-1,cpu
1759198203.5648608,7,burst,20006.27,-1,cpu
1759198203.565541,6,burst,20004.94,-1,cpu
1759198203.6006908,2,burst,20008.28,-1,cpu
1759198203.600808,0,burst,20007.80,-1,cpu
1759198203.628872,1,burst,20013.25,-1,cpu
1759198204.0247629,4,burst,20005.97,-1,cpu
1759198204.1134012,3,burst,20017.09,-1,cpu
1759198204.553854,5,idle,11.16,200,files
1759198204.600048,7,idle,34.00,200,cpu
1759198204.602504,6,idle,35.79,200,cpu
1759198204.6106591,2,idle,9.08,200,files
1759198204.611281,0,idle,9.21,200,files
1759198204.6732821,1,idle,41.85,200,cpu
1759198205.033205,4,idle,7.22,200,files
1759198205.1210308,3,idle,6.48,200,files
1759198205.563648,5,idle,9.18,200,files
1759198205.6076422,6,idle,4.89,200,files
1759198205.6082208,7,idle,6.99,200,files
1759198205.6262379,0,idle,11.99,200,files
1759198205.6572201,2,idle,44.27,200,cpu
1759198205.7101262,1,idle,36.54,200,cpu
1759198206.041558,4,idle,7.01,200,files
1759198206.239815,3,idle,117.56,200,cpu
1759198206.57092,5,idle,6.69,200,files
1759198206.620769,6,idle,12.61,200,files
1759198206.6220648,7,idle,12.62,200,files
1759198206.675808,0,idle,48.24,200,files
1759198206.6929018,2,idle,16.77,200,files
1759198206.7195368,1,idle,8.59,200,files
1759198207.090863,4,idle,46.98,200,cpu
1759198207.2471209,3,idle,6.12,200,files
1759198207.577963,5,idle,6.61,200,files
1759198207.638658,6,idle,13.75,200,files
1759198207.6390872,7,idle,13.08,200,files
1759198207.690332,0,idle,11.66,200,files
1759198207.701987,2,idle,8.22,200,files
1759198207.731573,1,idle,8.45,200,files
1759198208.105494,4,idle,11.36,200,files
1759198208.253966,3,idle,5.66,200,files
1759198208.585214,5,idle,6.09,200,files
1759198208.652986,6,idle,13.36,200,files
1759198208.653461,7,idle,13.01,200,files
1759198208.701931,0,idle,9.85,200,files
1759198208.719826,2,idle,13.45,200,files
1759198208.741338,1,idle,9.22,200,files
1759198209.1278589,4,idle,20.89,200,files
1759198210.106297,4,burst,927.14,200,files
1759198228.30806,3,burst,20002.96,-1,cpu
1759198228.639731,5,burst,20003.30,-1,cpu
1759198228.71708,6,burst,20009.21,-1,cpu
1759198228.727485,7,burst,20017.71,-1,cpu
1759198228.758076,0,burst,20005.38,-1,cpu
1759198228.779604,2,burst,20008.25,-1,cpu
1759198228.801769,1,burst,20009.22,-1,cpu
1759198230.162196,4,burst,20003.67,-1,cpu
1759198248.364924,3,burst,20005.67,-1,cpu
1759198248.696446,5,burst,20005.49,-1,cpu
1759198248.7723808,6,burst,20004.19,-1,cpu
1759198248.782963,7,burst,20004.46,-1,cpu
1759198248.817079,0,burst,20007.35,-1,cpu
1759198248.839475,2,burst,20008.43,-1,cpu
1759198248.8573508,1,burst,20004.43,-1,cpu
1759198249.40366,3,idle,38.47,200,cpu
1759198249.7059882,5,idle,8.36,200,files
1759198249.780756,6,idle,7.61,200,files
1759198249.828609,0,idle,10.38,200,files
1759198249.844803,7,idle,61.48,200,cpu
1759198249.850327,2,idle,9.57,200,files
1759198249.9361842,1,idle,77.63,200,cpu
1759198250.2201788,4,burst,20006.52,-1,cpu
