timestamp,worker_id,workload_factor,latency_ms,status_code,endpoint,date,hour
1759012347.607423,1,0.100,913.116,200,files,2025-09-28,0
1759012347.707498,0,0.100,5.677,200,files,2025-09-28,0
1759012349.281844,5,0.100,11.263,200,files,2025-09-28,0
1759012351.7643352,3,0.100,14.533,200,files,2025-09-28,0
1759012351.836809,4,0.100,11.648,200,files,2025-09-28,0
1759012353.007661,2,0.100,14.329,200,files,2025-09-28,0
1759012368.833812,0,0.100,16.933,200,files,2025-09-28,0
1759012369.021745,5,0.100,14.754,200,files,2025-09-28,0
1759012370.434527,1,0.100,11.348,200,files,2025-09-28,0
1759012372.031803,3,0.100,16.494,200,files,2025-09-28,0
1759012375.7429252,2,0.100,10.574,200,files,2025-09-28,0
1759012376.974928,4,0.100,14.079,200,files,2025-09-28,0
1759012383.438868,5,0.100,16.528,200,files,2025-09-28,0
1759012385.750228,1,0.100,11.443,200,files,2025-09-28,0
1759012386.3595572,0,0.100,15.703,200,files,2025-09-28,0
1759012392.005833,4,0.100,16.757,200,files,2025-09-28,0
1759012395.9062579,3,0.100,154.782,200,cpu,2025-09-28,0
1759012398.0925179,2,0.100,10.177,200,files,2025-09-28,0
1759012399.625887,5,0.100,13.710,200,files,2025-09-28,0
1759012403.868491,1,0.100,14.445,200,files,2025-09-28,0
1759012405.946004,0,0.100,21.926,200,cpu,2025-09-28,0
1759012411.586711,3,0.100,15.637,200,files,2025-09-28,0
1759012413.171158,4,0.100,25.121,200,cpu,2025-09-28,0
1759012418.431895,2,0.100,17.119,200,files,2025-09-28,0
1759012421.844293,5,0.100,10.638,200,files,2025-09-28,0
1759012423.711977,0,0.100,13.971,200,files,2025-09-28,0
1759012425.281285,1,0.100,25.457,200,cpu,2025-09-28,0
1759012429.401514,3,0.100,10.747,200,files,2025-09-28,0
1759012431.313677,4,0.100,14.110,200,files,2025-09-28,0
1759012434.356666,2,0.100,14.465,200,files,2025-09-28,0
1759012436.2936032,5,0.100,14.225,200,files,2025-09-28,0
1759012445.819319,0,0.100,13.942,200,files,2025-09-28,0
1759012446.0162508,3,0.100,13.782,200,files,2025-09-28,0
1759012448.324105,1,0.100,14.953,200,files,2025-09-28,0
1759012449.109601,4,0.100,14.331,200,files,2025-09-28,0
1759012455.587321,2,0.100,16.204,200,files,2025-09-28,0
1759012460.02051,5,0.100,19.942,200,cpu,2025-09-28,0
1759012466.206986,4,0.100,14.174,200,files,2025-09-28,0
1759012467.692416,0,0.100,13.936,200,files,2025-09-28,0
1759012468.0471082,3,0.100,14.129,200,files,2025-09-28,0
1759012469.179817,1,0.100,14.888,200,files,2025-09-28,0
1759012472.132896,2,0.100,14.620,200,files,2025-09-28,0
1759012474.6756039,5,0.100,13.789,200,files,2025-09-28,0
1759012485.860209,3,0.100,13.462,200,files,2025-09-28,0
1759012487.226465,0,0.100,22.210,200,cpu,2025-09-28,0
1759012489.271478,4,0.100,11.954,200,files,2025-09-28,0
1759012490.182205,2,0.100,13.981,200,files,2025-09-28,0
1759012493.1467688,1,0.100,14.786,200,files,2025-09-28,0
1759012497.268467,5,0.100,13.672,200,files,2025-09-28,0
1759012499.8795571,3,0.100,14.869,200,files,2025-09-28,0
1759012505.6703959,0,0.100,16.368,200,files,2025-09-28,0
1759012507.646892,4,0.100,14.157,200,files,2025-09-28,0
