ts,cpu_percent,rss_mb,power_w,energy_j_total
1759197473.721581,0.10,197.06,0.000,0.000000
1759197474.7201018,0.50,197.06,0.000,0.000000
1759197475.726121,666.90,209.67,0.000,0.000000
1759197476.719251,746.50,209.69,0.000,0.000000
1759197477.7168,747.80,209.69,0.000,0.000000
1759197478.7244658,721.40,209.69,0.000,0.000000
1759197479.717252,738.90,209.69,0.000,0.000000
1759197480.721539,743.60,209.69,0.000,0.000000
1759197481.7215612,752.80,209.69,0.000,0.000000
1759197482.7215412,585.50,201.17,0.000,0.000000
1759197483.717761,752.10,201.17,0.000,0.000000
1759197484.718553,740.00,201.17,0.000,0.000000
1759197485.717303,749.50,201.17,0.000,0.000000
1759197486.72113,751.00,201.17,0.000,0.000000
1759197487.7214038,758.10,201.17,0.000,0.000000
1759197488.720005,735.60,201.17,0.000,0.000000
1759197489.71743,749.60,201.17,0.000,0.000000
1759197490.72117,753.40,201.17,0.000,0.000000
1759197491.717578,750.80,201.17,0.000,0.000000
1759197492.722592,752.10,201.17,0.000,0.000000
1759197493.720982,749.60,201.19,0.000,0.000000
1759197494.721705,740.10,201.20,0.000,0.000000
1759197495.721529,766.60,205.45,0.000,0.000000
1759197496.720842,762.80,205.45,0.000,0.000000
1759197497.721359,770.10,205.45,0.000,0.000000
1759197498.7208471,758.90,205.45,0.000,0.000000
1759197499.721318,777.90,205.45,0.000,0.000000
1759197500.71803,779.50,205.45,0.000,0.000000
1759197501.7199621,780.80,205.45,0.000,0.000000
1759197502.720196,779.80,205.45,0.000,0.000000
1759197503.721596,781.90,205.45,0.000,0.000000
1759197504.721544,779.70,205.45,0.000,0.000000
1759197505.721141,779.00,205.45,0.000,0.000000
1759197506.717466,781.40,205.45,0.000,0.000000
1759197507.7196019,769.70,205.45,0.000,0.000000
1759197508.719126,758.00,205.45,0.000,0.000000
1759197509.721556,766.00,205.45,0.000,0.000000
1759197510.720553,780.10,205.45,0.000,0.000000
1759197511.7215538,777.50,205.45,0.000,0.000000
1759197512.720486,774.20,205.45,0.000,0.000000
1759197513.7215471,779.50,205.45,0.000,0.000000
1759197514.718802,776.60,205.47,0.000,0.000000
1759197515.721542,778.40,205.47,0.000,0.000000
1759197516.718698,738.90,219.64,0.000,0.000000
1759197517.7215328,734.80,219.86,0.000,0.000000
1759197518.7167182,761.50,220.44,0.000,0.000000
1759197519.721531,732.20,220.33,0.000,0.000000
1759197520.719458,741.80,221.11,0.000,0.000000
1759197521.721544,756.30,221.09,0.000,0.000000
1759197522.718008,737.80,221.09,0.000,0.000000
1759197523.721557,761.70,220.44,0.000,0.000000
1759197524.721535,760.80,220.44,0.000,0.000000
1759197525.720534,747.30,220.44,0.000,0.000000
1759197526.717824,719.40,220.03,0.000,0.000000
1759197527.718067,723.00,220.03,0.000,0.000000
1759197528.720899,735.40,220.03,0.000,0.000000
1759197529.717064,740.70,220.03,0.000,0.000000
1759197530.717299,727.30,220.05,0.000,0.000000
1759197531.721526,732.40,220.05,0.000,0.000000
1759197532.720927,712.90,220.05,0.000,0.000000
1759197533.7175958,743.80,220.05,0.000,0.000000
1759197534.719379,754.30,220.05,0.000,0.000000
1759197535.7169821,753.50,220.05,0.000,0.000000
1759197536.71729,736.30,217.39,0.000,0.000000
1759197537.721531,709.60,217.19,0.000,0.000000
1759197538.719091,693.30,216.59,0.000,0.000000
1759197539.7215328,747.00,214.44,0.000,0.000000
1759197540.7206569,743.10,227.75,0.000,0.000000
1759197541.721527,771.10,227.75,0.000,0.000000
1759197542.72083,774.60,227.75,0.000,0.000000
1759197543.720418,762.50,227.75,0.000,0.000000
1759197544.7200398,744.10,227.80,0.000,0.000000
1759197545.721535,745.70,227.80,0.000,0.000000
1759197546.719857,694.50,227.81,0.000,0.000000
1759197547.719751,736.40,232.77,0.000,0.000000
1759197548.719423,730.60,232.77,0.000,0.000000
1759197549.721544,765.60,232.77,0.000,0.000000
1759197550.721087,731.00,232.77,0.000,0.000000
1759197551.720534,739.70,232.77,0.000,0.000000
1759197552.718036,609.80,230.05,0.000,0.000000
1759197553.71673,547.40,228.30,0.000,0.000000
1759197554.721525,595.80,227.36,0.000,0.000000
1759197555.717343,560.10,227.36,0.000,0.000000
1759197556.717918,584.80,226.08,0.000,0.000000
1759197557.721526,483.20,226.08,0.000,0.000000
1759197558.721052,420.30,224.72,0.000,0.000000
1759197559.721529,508.30,224.72,0.000,0.000000
1759197560.719557,665.00,224.72,0.000,0.000000
1759197561.721526,676.90,227.58,0.000,0.000000
1759197562.716736,624.80,228.66,0.000,0.000000
1759197563.720876,606.40,228.92,0.000,0.000000
1759197564.720466,686.70,229.08,0.000,0.000000
1759197565.721222,689.50,234.80,0.000,0.000000
1759197566.7215302,703.50,234.78,0.000,0.000000
1759197567.717841,711.70,234.78,0.000,0.000000
1759197568.717655,692.60,225.41,0.000,0.000000
1759197569.719678,711.90,225.41,0.000,0.000000
1759197570.721527,724.50,225.41,0.000,0.000000
1759197571.721526,730.20,225.41,0.000,0.000000
1759197572.720209,740.20,225.41,0.000,0.000000
1759197573.719926,739.60,225.41,0.000,0.000000
1759197574.721539,739.60,225.41,0.000,0.000000
1759197575.717344,595.70,195.56,0.000,0.000000
1759197576.72008,656.20,194.61,0.000,0.000000
1759197577.718158,616.00,192.84,0.000,0.000000
1759197578.716628,607.90,190.34,0.000,0.000000
