ts,cpu_percent,rss_mb,power_w,energy_j_total
1761014885.750106,99.70,154.64,0.000,0.000000
1761014886.750106,18.10,156.97,0.000,0.000000
1761014887.750123,0.00,156.97,0.000,0.000000
1761014888.750104,67.10,160.84,0.000,0.000000
1761014889.747904,67.70,165.67,0.000,0.000000
1761014890.7483351,44.50,166.58,0.000,0.000000
1761014891.748393,46.80,166.64,0.000,0.000000
1761014892.747094,19.00,166.81,0.000,0.000000
1761014893.749577,31.60,167.09,0.000,0.000000
1761014894.750113,20.40,167.09,0.000,0.000000
1761014895.750117,38.60,167.11,0.000,0.000000
1761014896.750104,55.90,167.28,0.000,0.000000
1761014897.750106,64.00,168.56,0.000,0.000000
1761014898.749291,139.10,169.05,0.000,0.000000
1761014899.747752,57.90,169.09,0.000,0.000000
1761014900.750098,393.70,169.48,0.000,0.000000
1761014901.75011,441.90,169.56,0.000,0.000000
1761014902.74981,521.00,169.81,0.000,0.000000
1761014903.750106,569.70,169.83,0.000,0.000000
1761014904.748526,606.20,169.83,0.000,0.000000
1761014905.74858,575.90,169.92,0.000,0.000000
1761014906.74604,584.60,169.92,0.000,0.000000
1761014907.749939,630.00,170.03,0.000,0.000000
1761014908.750109,537.70,158.92,0.000,0.000000
1761014909.7488399,600.60,159.16,0.000,0.000000
1761014910.7497668,593.10,159.16,0.000,0.000000
1761014911.74979,559.70,159.16,0.000,0.000000
1761014912.7489002,565.70,158.75,0.000,0.000000
1761014913.747875,534.00,158.75,0.000,0.000000
1761014914.750058,562.60,157.95,0.000,0.000000
1761014915.7501068,583.50,157.95,0.000,0.000000
1761014916.746717,552.20,155.17,0.000,0.000000
1761014917.7501068,391.50,148.83,0.000,0.000000
1761014918.749274,470.90,148.86,0.000,0.000000
1761014919.749299,543.90,148.91,0.000,0.000000
1761014920.7462652,536.10,148.91,0.000,0.000000
1761014921.7503848,517.40,148.91,0.000,0.000000
1761014922.74989,498.90,149.05,0.000,0.000000
1761014923.750004,547.80,149.25,0.000,0.000000
1761014924.7501051,526.10,149.45,0.000,0.000000
1761014925.7501051,542.00,149.45,0.000,0.000000
1761014926.7522519,539.40,149.45,0.000,0.000000
1761014927.745868,544.50,149.45,0.000,0.000000
1761014928.750109,535.00,149.45,0.000,0.000000
1761014929.750338,533.60,149.45,0.000,0.000000
1761014930.7510452,541.20,149.45,0.000,0.000000
1761014931.7467961,534.20,149.45,0.000,0.000000
1761014932.7501361,523.30,149.45,0.000,0.000000
